Date Vps Ips
2021-01-22 10:21:57.209378 1.4 3.0
2021-01-22 10:31:57.209358 1.4 3.0
2021-01-22 10:41:57.209765 1.4 3.0
2021-01-22 10:51:57.209384 1.4 3.0
2021-01-22 11:01:57.209355 1.4 3.0
2021-01-22 11:11:57.209604 1.4 3.0
2021-01-22 11:21:57.209763 1.4 3.0
2021-01-22 11:31:57.209838 1.4 3.0
2021-01-22 11:41:57.209874 1.4 3.0
2021-01-22 11:51:57.209688 1.4 3.0
2021-01-22 12:01:57.209413 1.4 3.0
2021-01-22 12:11:57.209437 1.4 3.0
2021-01-22 12:21:57.210762 1.4 3.0
2021-01-22 12:31:57.210154 1.4 3.0
2021-01-22 12:41:57.209883 1.4 3.0
2021-01-22 12:51:57.209215 1.4 3.0
2021-01-22 13:01:57.210310 1.4 3.0
2021-01-22 13:11:57.209902 1.4 3.0
2021-01-22 13:21:57.210024 1.4 3.0
2021-01-22 13:31:57.209258 1.4 4.0
2021-01-22 13:41:57.209441 1.4 3.0
2021-01-22 13:51:57.210187 1.4 3.0
2021-01-22 14:01:57.210186 1.4 3.0
2021-01-22 14:11:57.209252 1.4 3.0
2021-01-22 14:21:57.210113 1.4 3.0
2021-01-22 14:31:57.209943 1.4 3.0
2021-01-22 14:41:57.209791 1.4 3.0
2021-01-22 14:51:57.209456 1.4 3.0
2021-01-22 15:01:57.209939 1.4 3.0
2021-01-22 15:11:57.210047 1.4 3.0
2021-01-22 15:21:57.210138 1.4 3.0
2021-01-22 15:31:57.209696 1.4 3.0
2021-01-22 15:41:57.209687 1.4 3.0
2021-01-22 15:51:57.209854 1.4 3.0
2021-01-22 16:01:57.209482 1.4 3.0
2021-01-22 16:11:57.209439 1.4 3.0
2021-01-22 16:21:57.209447 1.4 3.0
2021-01-22 16:31:57.209454 0.0 0.0
2021-01-22 16:41:57.209818 1.4 3.0
2021-01-22 16:51:57.209996 1.4 3.0
2021-01-22 17:01:57.210243 1.4 3.0
2021-01-22 17:11:57.209877 0.0 0.0
2021-01-22 17:21:57.209968 1.4 3.0
2021-01-22 17:31:57.210503 1.4 3.0
2021-01-22 17:41:57.209544 1.4 3.0
2021-01-22 17:51:57.209836 1.4 3.0
2021-01-22 18:01:57.209940 1.4 3.0
2021-01-22 18:11:57.209536 1.4 3.0
2021-01-22 18:21:57.209422 1.4 3.0
2021-01-22 18:31:57.209827 1.4 3.0
2021-01-22 18:41:57.210112 1.4 3.0
2021-01-22 18:51:57.209949 1.4 3.0
2021-01-22 19:01:57.209476 1.4 3.0
2021-01-22 19:11:57.209451 1.4 3.0
2021-01-22 19:21:57.209372 0.0 0.0
2021-01-22 19:31:57.209556 1.4 3.0
2021-01-22 19:41:57.209738 0.0 0.0
2021-01-22 19:51:57.209248 1.4 3.0
2021-01-22 20:01:57.209798 1.4 4.0
2021-01-22 20:11:57.209580 1.4 4.0
2021-01-22 20:21:57.209494 1.4 3.0
2021-01-22 20:31:57.209560 1.4 3.0
2021-01-22 20:41:57.208459 1.4 3.0
2021-01-22 20:51:57.210236 1.4 4.0
2021-01-22 21:01:57.209711 1.4 3.0
2021-01-22 21:11:57.209839 1.4 3.0
2021-01-22 21:21:57.209839 1.4 3.0
2021-01-22 21:31:57.210139 1.4 3.0
2021-01-22 21:41:57.209367 1.4 3.0
2021-01-22 21:51:57.210075 1.4 4.0
2021-01-22 22:01:57.209812 1.4 3.0
2021-01-22 22:11:57.209512 1.4 3.0
2021-01-22 22:21:57.209760 1.4 3.0
2021-01-22 22:31:57.209513 1.4 3.0
2021-01-22 22:41:57.209412 1.4 3.0
2021-01-22 22:51:57.209301 1.4 3.0
2021-01-22 23:01:57.209523 1.4 3.0
2021-01-22 23:11:57.209631 1.4 3.0
2021-01-22 23:21:57.209337 1.4 3.0
2021-01-22 23:31:57.209424 1.4 3.0
2021-01-22 23:41:57.210009 1.4 3.0
2021-01-22 23:51:57.209553 1.4 3.0
2021-01-23 00:01:57.209882 1.4 3.0
2021-01-23 00:11:57.209673 1.4 3.0
2021-01-23 00:21:57.209630 0.0 0.0
2021-01-23 00:31:57.210107 0.0 0.0
2021-01-23 00:41:57.210179 1.4 3.0
2021-01-23 00:51:57.209382 1.4 3.0
2021-01-23 01:01:57.210053 1.4 3.0
2021-01-23 01:11:57.209790 1.4 3.0
2021-01-23 01:21:57.209370 1.4 4.0
2021-01-23 01:31:57.209775 1.4 3.0
2021-01-23 01:41:57.210071 1.4 3.0
2021-01-23 01:51:57.209381 1.4 3.0
2021-01-23 02:01:57.209353 1.4 3.0
2021-01-23 02:11:57.209227 1.4 3.0
2021-01-23 02:21:57.209935 1.4 4.0
2021-01-23 02:31:57.210105 1.4 3.0
2021-01-23 02:41:57.209794 1.4 3.0
2021-01-23 02:51:57.209651 1.4 3.0
2021-01-23 03:01:57.210073 1.4 3.0
2021-01-23 03:11:57.209913 1.4 3.0
2021-01-23 03:21:57.209382 1.4 3.0
2021-01-23 03:31:57.209503 1.4 3.0
2021-01-23 03:41:57.209686 1.4 3.0
2021-01-23 03:51:57.210150 1.4 3.0
2021-01-23 04:01:57.209863 1.4 3.0
2021-01-23 04:11:57.210222 1.4 3.0
2021-01-23 04:21:57.210047 1.4 3.0
2021-01-23 04:31:57.209270 1.4 3.0
2021-01-23 04:41:57.210069 1.4 3.0
2021-01-23 04:51:57.209706 1.4 3.0
2021-01-23 05:01:57.209618 1.4 3.0
2021-01-23 05:11:57.209268 1.4 3.0
2021-01-23 05:21:57.209813 1.4 3.0
2021-01-23 05:31:57.209548 1.4 3.0
2021-01-23 05:41:57.210100 1.4 3.0
2021-01-23 05:51:57.210082 1.4 3.0
2021-01-23 06:01:57.210114 1.4 3.0
2021-01-23 06:11:57.210164 1.4 3.0
2021-01-23 06:21:57.209374 1.4 3.0
2021-01-23 06:31:57.209939 1.4 3.0
2021-01-23 06:41:57.209633 1.4 3.0
2021-01-23 06:51:57.209684 1.4 3.0
2021-01-23 07:01:57.210020 1.4 3.0
2021-01-23 07:11:57.210157 1.4 3.0
2021-01-23 07:21:57.210104 1.4 3.0
2021-01-23 07:31:57.210192 1.4 3.0
2021-01-23 07:41:57.209893 1.4 3.0
2021-01-23 07:51:57.209675 1.4 3.0
2021-01-23 08:01:57.208656 1.4 3.0
2021-01-23 08:11:57.209628 1.4 4.0
2021-01-23 08:21:57.209766 1.4 3.0
2021-01-23 08:31:57.209951 1.4 3.0
2021-01-23 08:41:57.209755 1.4 3.0
2021-01-23 08:51:57.209654 1.4 3.0
2021-01-23 09:01:57.209746 1.4 3.0
2021-01-23 09:11:57.209779 0.0 0.0
2021-01-23 09:21:57.209895 1.4 3.0
2021-01-23 09:31:57.209809 1.4 3.0
2021-01-23 09:41:57.209717 1.4 4.0
2021-01-23 09:51:57.210005 1.4 3.0
2021-01-23 10:01:57.210230 1.4 3.0
2021-01-23 10:11:57.209960 1.4 3.0
2021-01-23 10:21:57.210102 1.4 3.0
2021-01-23 10:31:57.209540 1.4 4.0
2021-01-23 10:41:57.209601 1.4 3.0
2021-01-23 10:51:57.210037 0.0 0.0
2021-01-23 11:01:57.209393 1.4 3.0
2021-01-23 11:11:57.209439 1.4 3.0
2021-01-23 11:21:57.209799 1.4 4.0
2021-01-23 11:31:57.209457 1.4 4.0
2021-01-23 11:41:57.209860 1.4 3.0
2021-01-23 11:51:57.209275 1.4 3.0
2021-01-23 12:01:57.209365 1.4 4.0
2021-01-23 12:11:57.209324 1.4 4.0
2021-01-23 12:21:57.209984 1.4 3.0
2021-01-23 12:31:57.209485 1.4 4.0
2021-01-23 12:41:57.210021 1.4 4.0
2021-01-23 12:51:57.209801 1.4 3.0
2021-01-23 13:01:57.209387 1.4 3.0
2021-01-23 13:11:57.210185 1.4 3.0
2021-01-23 13:21:57.209513 1.4 3.0
2021-01-23 13:31:57.209306 1.4 3.0
2021-01-23 13:41:57.210162 1.4 3.0
2021-01-23 13:51:57.209950 1.4 3.0
2021-01-23 14:01:57.209689 1.4 4.0
2021-01-23 14:11:57.209744 1.4 3.0
2021-01-23 14:21:57.209409 1.4 3.0
2021-01-23 14:31:57.209597 1.4 3.0
2021-01-23 14:41:57.209489 1.4 3.0
2021-01-23 14:51:57.209521 1.4 3.0
2021-01-23 15:01:57.209603 1.4 3.0
2021-01-23 15:11:57.209592 1.4 3.0
2021-01-23 15:21:57.209722 1.4 3.0
2021-01-23 15:31:57.209871 1.4 3.0
2021-01-23 15:41:57.209660 1.4 3.0
2021-01-23 15:51:57.210102 1.4 3.0
2021-01-23 16:01:57.209448 1.4 3.0
2021-01-23 16:11:57.209522 1.4 4.0
2021-01-23 16:21:57.209588 1.4 3.0
2021-01-23 16:31:57.209382 1.4 3.0
2021-01-23 16:41:57.210158 1.4 3.0
2021-01-23 16:51:57.209269 1.4 3.0
2021-01-23 17:01:57.209353 1.4 3.0
2021-01-23 17:11:57.209979 1.4 3.0
2021-01-23 17:21:57.209591 1.4 3.0
2021-01-23 17:31:57.209369 1.4 3.0
2021-01-23 17:41:57.209449 1.4 3.0
2021-01-23 17:51:57.209304 1.4 3.0
2021-01-23 18:01:57.210191 1.4 3.0
2021-01-23 18:11:57.209695 1.4 3.0
2021-01-23 18:21:57.209714 1.4 3.0
2021-01-23 18:31:57.209541 1.4 3.0
2021-01-23 18:41:57.210007 1.4 3.0
2021-01-23 18:51:57.210028 1.4 3.0
2021-01-23 19:01:57.209738 1.4 4.0
2021-01-23 19:11:57.209748 0.0 0.0
2021-01-23 19:21:57.209829 1.4 3.0
2021-01-23 19:31:57.209720 1.4 3.0
2021-01-23 19:41:57.209850 1.4 4.0
2021-01-23 19:51:57.209374 1.4 4.0
2021-01-23 20:01:57.209170 1.4 3.0
2021-01-23 20:11:57.209764 1.4 3.0
2021-01-23 20:21:57.209341 1.4 3.0
2021-01-23 20:31:57.209589 1.4 3.0
2021-01-23 20:41:57.209917 1.4 4.0
2021-01-23 20:51:57.209577 1.4 3.0
2021-01-23 21:01:57.209663 1.4 3.0
2021-01-23 21:11:57.209259 1.4 3.0
2021-01-23 21:21:57.210190 1.4 3.0
2021-01-23 21:31:57.209569 1.4 4.0
2021-01-23 21:41:57.209778 1.4 3.0
2021-01-23 21:51:57.210209 1.4 3.0
2021-01-23 22:01:57.209763 1.4 3.0
2021-01-23 22:11:57.209724 0.0 0.0
2021-01-23 22:21:57.209251 1.4 3.0
2021-01-23 22:31:57.209679 1.4 3.0
2021-01-23 22:41:57.210206 1.4 3.0
2021-01-23 22:51:57.209941 1.4 3.0
2021-01-23 23:01:57.209772 1.4 3.0
2021-01-23 23:11:57.209245 1.4 3.0
2021-01-23 23:21:57.209747 1.4 3.0
2021-01-23 23:31:57.209317 1.4 3.0
2021-01-23 23:41:57.209198 1.4 3.0
2021-01-23 23:51:57.209844 1.4 3.0
2021-01-24 00:01:57.209776 1.4 3.0
2021-01-24 00:11:57.209251 1.4 3.0
2021-01-24 00:21:57.209676 1.4 3.0
2021-01-24 00:31:57.209416 1.4 3.0
2021-01-24 00:41:57.209762 1.4 3.0
2021-01-24 00:51:57.209433 1.4 3.0
2021-01-24 01:01:57.209744 1.4 3.0
2021-01-24 01:11:57.210065 1.4 3.0
2021-01-24 01:21:57.209277 1.4 3.0
2021-01-24 01:31:57.209472 1.4 3.0
2021-01-24 01:41:57.210118 1.4 3.0
2021-01-24 01:51:57.209884 1.4 3.0
2021-01-24 02:01:57.210190 1.4 3.0
2021-01-24 02:11:57.209979 1.4 3.0
2021-01-24 02:21:57.209309 1.4 3.0
2021-01-24 02:31:57.209652 1.4 3.0
2021-01-24 02:41:57.209848 1.4 3.0
2021-01-24 02:51:57.210168 1.4 3.0
2021-01-24 03:01:57.209652 1.4 3.0
2021-01-24 03:11:57.209290 1.4 3.0
2021-01-24 03:21:57.209829 1.4 3.0
2021-01-24 03:31:57.209706 1.4 3.0
2021-01-24 03:41:57.209788 1.4 3.0
2021-01-24 03:51:57.209389 1.4 3.0
2021-01-24 04:01:57.209644 1.4 3.0
2021-01-24 04:11:57.209229 1.4 3.0
2021-01-24 04:21:57.209313 1.4 3.0
2021-01-24 04:31:57.209685 1.4 3.0
2021-01-24 04:41:57.210229 1.4 3.0
2021-01-24 04:51:57.210168 1.4 3.0
2021-01-24 05:01:57.209560 1.4 3.0
2021-01-24 05:11:57.210077 1.4 3.0
2021-01-24 05:21:57.209543 1.4 3.0
2021-01-24 05:31:57.209287 1.4 3.0
2021-01-24 05:41:57.209897 1.4 3.0
2021-01-24 05:51:57.210161 1.4 3.0
2021-01-24 06:01:57.209943 0.0 0.0
2021-01-24 06:11:57.209444 1.4 3.0
2021-01-24 06:21:57.208952 1.4 3.0
2021-01-24 06:31:57.209582 1.4 3.0
2021-01-24 06:41:57.209851 1.4 3.0
2021-01-24 06:51:57.209271 1.4 3.0
2021-01-24 07:01:57.209494 1.4 3.0
2021-01-24 07:11:57.210166 1.4 3.0
2021-01-24 07:21:57.209607 1.4 3.0
2021-01-24 07:31:57.209731 1.4 3.0
2021-01-24 07:41:57.209277 1.4 3.0
2021-01-24 07:51:57.209338 1.4 3.0
2021-01-24 08:01:57.209325 1.4 3.0
2021-01-24 08:11:57.209515 1.4 3.0
2021-01-24 08:21:57.209552 1.4 3.0
2021-01-24 08:31:57.210228 1.4 3.0
2021-01-24 08:41:57.209793 1.4 3.0
2021-01-24 08:51:57.210138 1.4 3.0
2021-01-24 09:01:57.210119 1.4 3.0
2021-01-24 09:11:57.209870 1.4 3.0
2021-01-24 09:21:57.210168 1.4 3.0
2021-01-24 09:31:57.209765 1.4 3.0
2021-01-24 09:41:57.210007 1.4 3.0
2021-01-24 09:51:57.210632 1.4 3.0
2021-01-24 10:01:57.210117 0.0 0.0
2021-01-24 10:11:57.209806 1.4 3.0
2021-01-24 10:21:57.210011 1.4 3.0
2021-01-24 10:31:57.209659 1.4 3.0
2021-01-24 10:41:57.209902 1.4 3.0
2021-01-24 10:51:57.209763 1.4 3.0
2021-01-24 11:01:57.209453 1.4 3.0
2021-01-24 11:11:57.209909 1.4 3.0
2021-01-24 11:21:57.209308 1.4 3.0
2021-01-24 11:31:57.210154 1.4 3.0
2021-01-24 11:41:57.209840 1.4 4.0
2021-01-24 11:51:57.209752 1.4 4.0
2021-01-24 12:01:57.210225 0.0 0.0
2021-01-24 12:11:57.209983 1.4 3.0
2021-01-24 12:21:57.210175 1.4 3.0
2021-01-24 12:31:57.209318 1.4 3.0
2021-01-24 12:41:57.210094 1.4 3.0
2021-01-24 12:51:57.210170 1.4 3.0
2021-01-24 13:01:57.209432 1.4 3.0
2021-01-24 13:11:57.209357 1.4 3.0
2021-01-24 13:21:57.209646 1.4 3.0
2021-01-24 13:31:57.209593 1.4 3.0
2021-01-24 13:41:57.209936 1.4 3.0
2021-01-24 13:51:57.209713 1.4 3.0
2021-01-24 14:01:57.209856 1.4 3.0
2021-01-24 14:11:57.210126 1.4 3.0
2021-01-24 14:21:57.209811 1.4 3.0
2021-01-24 14:31:57.209518 1.4 3.0
2021-01-24 14:41:57.209928 1.4 3.0
2021-01-24 14:51:57.209756 1.4 3.0
2021-01-24 15:01:57.209982 0.0 0.0
2021-01-24 15:11:57.209544 1.4 3.0
2021-01-24 15:21:57.210173 1.4 3.0
2021-01-24 15:31:57.209816 1.4 3.0
2021-01-24 15:41:57.209722 1.4 3.0
2021-01-24 15:51:57.210060 1.4 3.0
2021-01-24 16:01:57.209769 1.4 3.0
2021-01-24 16:11:57.210131 0.0 0.0
2021-01-24 16:21:57.209366 1.4 3.0
2021-01-24 16:31:57.210172 1.4 3.0
2021-01-24 16:41:57.209630 1.4 3.0
2021-01-24 16:51:57.209991 1.4 3.0
2021-01-24 17:01:57.209836 1.4 3.0
2021-01-24 17:11:57.210201 1.4 3.0
2021-01-24 17:21:57.209617 1.4 3.0
2021-01-24 17:31:57.209551 1.4 3.0
2021-01-24 17:41:57.209797 1.4 3.0
2021-01-24 17:51:57.209294 1.4 3.0
2021-01-24 18:01:57.209392 1.4 3.0
2021-01-24 18:11:57.210098 1.4 3.0
2021-01-24 18:21:57.209247 1.4 3.0
2021-01-24 18:31:57.209335 0.0 0.0
2021-01-24 18:41:57.209385 0.0 0.0
2021-01-24 18:51:57.209441 1.4 3.0
2021-01-24 19:01:57.209707 1.4 3.0
2021-01-24 19:11:57.209814 1.4 3.0
2021-01-24 19:21:57.210010 1.4 3.0
2021-01-24 19:31:57.209380 1.4 3.0
2021-01-24 19:41:57.209382 1.4 3.0
2021-01-24 19:51:57.210068 1.4 4.0
2021-01-24 20:01:57.209335 1.4 3.0
2021-01-24 20:11:57.209689 1.4 3.0
2021-01-24 20:21:57.210146 1.4 3.0
2021-01-24 20:31:57.209366 1.4 3.0
2021-01-24 20:41:57.209589 1.4 3.0
2021-01-24 20:51:57.210121 1.4 3.0
2021-01-24 21:01:57.209768 0.0 0.0
2021-01-24 21:11:57.209099 1.4 3.0
2021-01-24 21:21:57.209702 1.4 3.0
2021-01-24 21:31:57.209920 1.4 3.0
2021-01-24 21:41:57.209741 1.4 4.0
2021-01-24 21:51:57.210185 1.4 4.0
2021-01-24 22:01:57.210162 1.4 4.0
2021-01-24 22:11:57.209482 1.4 3.0
2021-01-24 22:21:57.210097 1.4 3.0
2021-01-24 22:31:57.209492 1.4 3.0
2021-01-24 22:41:57.209285 1.4 3.0
2021-01-24 22:51:57.210228 1.4 4.0
2021-01-24 23:01:57.209939 1.4 4.0
2021-01-24 23:11:57.209705 1.4 4.0
2021-01-24 23:21:57.209603 1.4 3.0
2021-01-24 23:31:57.209505 1.4 4.0
2021-01-24 23:41:57.210104 1.4 3.0
2021-01-24 23:51:57.209918 1.4 3.0
2021-01-25 00:01:57.209814 1.4 3.0
2021-01-25 00:11:57.210129 1.4 3.0
2021-01-25 00:21:57.209761 1.4 3.0
2021-01-25 00:31:57.209655 1.4 3.0
2021-01-25 00:41:57.209819 1.4 3.0
2021-01-25 00:51:57.210220 0.0 0.0
2021-01-25 01:01:57.209369 1.4 4.0
2021-01-25 01:11:57.209779 1.4 3.0
2021-01-25 01:21:57.210052 1.4 3.0
2021-01-25 01:31:57.210185 1.4 3.0
2021-01-25 01:41:57.209461 1.4 3.0
2021-01-25 01:51:57.209499 1.4 4.0
2021-01-25 02:01:57.209480 1.4 3.0
2021-01-25 02:11:57.209890 1.4 3.0
2021-01-25 02:21:57.209726 1.4 3.0
2021-01-25 02:31:57.209843 1.4 3.0
2021-01-25 02:41:57.209320 1.4 4.0
2021-01-25 02:51:57.209527 1.4 3.0
2021-01-25 03:01:57.209268 1.4 4.0
2021-01-25 03:11:57.209606 1.4 3.0
2021-01-25 03:21:57.209958 1.4 3.0
2021-01-25 03:31:57.209995 1.4 3.0
2021-01-25 03:41:57.209272 1.4 3.0
2021-01-25 03:51:57.210067 1.4 3.0
2021-01-25 04:01:57.209460 1.4 3.0
2021-01-25 04:11:57.209706 1.4 3.0
2021-01-25 04:21:57.209338 1.4 3.0
2021-01-25 04:31:57.210134 1.4 3.0
2021-01-25 04:41:57.209842 1.4 3.0
2021-01-25 04:51:57.209753 1.4 3.0
2021-01-25 05:01:57.209574 1.4 3.0
2021-01-25 05:11:57.209447 1.4 3.0
2021-01-25 05:21:57.209572 1.4 3.0
2021-01-25 05:31:57.210075 1.4 3.0
2021-01-25 05:41:57.209598 1.4 3.0
2021-01-25 05:51:57.209732 1.4 3.0
2021-01-25 06:01:57.209608 1.4 3.0
2021-01-25 06:11:57.209678 1.4 3.0
2021-01-25 06:21:57.209914 1.4 3.0
2021-01-25 06:31:57.209565 0.0 0.0
2021-01-25 06:41:57.210178 1.4 3.0
2021-01-25 06:51:57.209309 1.4 3.0
2021-01-25 07:01:57.209510 1.4 3.0
2021-01-25 07:11:57.209566 1.4 3.0
2021-01-25 07:21:57.209386 1.4 3.0
2021-01-25 07:31:57.209789 1.4 3.0
2021-01-25 07:41:57.210034 1.4 3.0
2021-01-25 07:51:57.209701 1.4 3.0
2021-01-25 08:01:57.209916 1.4 3.0
2021-01-25 08:11:57.209499 1.4 3.0
2021-01-25 08:21:57.209573 1.4 3.0
2021-01-25 08:31:57.209746 1.4 3.0
2021-01-25 08:41:57.210224 1.4 3.0
2021-01-25 08:51:57.210237 1.4 3.0
2021-01-25 09:01:57.209602 1.4 3.0
2021-01-25 09:11:57.210000 1.4 3.0
2021-01-25 09:21:57.209349 1.4 3.0
2021-01-25 09:31:57.210100 1.4 3.0
2021-01-25 09:41:57.210184 1.4 3.0
2021-01-25 09:51:57.209425 1.4 3.0
2021-01-25 10:01:57.209649 1.4 3.0
2021-01-25 10:11:57.209806 1.4 3.0
2021-01-25 10:21:57.209851 1.4 3.0
2021-01-25 10:31:57.210124 1.4 3.0
2021-01-25 10:41:57.209558 1.4 3.0
2021-01-25 10:51:57.209202 1.4 3.0
2021-01-25 11:01:57.209491 1.4 3.0
2021-01-25 11:11:57.209684 1.4 3.0
2021-01-25 11:21:57.209702 1.4 3.0
2021-01-25 11:31:57.209832 1.4 3.0
2021-01-25 11:41:57.210015 1.4 3.0
2021-01-25 11:51:57.209528 1.4 3.0
2021-01-25 12:01:57.209239 1.4 4.0
2021-01-25 12:11:57.210137 1.4 3.0
2021-01-25 12:21:57.210166 1.4 3.0
2021-01-25 12:31:57.209447 1.4 3.0
2021-01-25 12:41:57.210019 1.4 3.0
2021-01-25 12:51:57.210068 1.4 4.0
2021-01-25 13:01:57.209433 1.4 3.0
2021-01-25 13:11:57.209957 1.4 3.0
2021-01-25 13:21:57.209364 1.4 3.0
2021-01-25 13:31:57.209766 1.4 3.0
2021-01-25 13:41:57.209730 1.4 4.0
2021-01-25 13:51:57.209421 1.4 3.0
2021-01-25 14:01:57.209334 1.4 3.0
2021-01-25 14:11:57.210072 0.0 0.0
2021-01-25 14:21:57.208753 1.4 3.0
2021-01-25 14:31:57.209760 1.4 3.0
2021-01-25 14:41:57.210436 1.4 3.0
2021-01-25 14:51:57.209427 1.4 3.0
2021-01-25 15:01:57.210055 1.4 3.0
2021-01-25 15:11:57.209851 0.0 0.0
2021-01-25 15:21:57.209387 1.4 3.0
2021-01-25 15:31:57.210111 1.4 3.0
2021-01-25 15:41:57.209829 1.4 3.0
2021-01-25 15:51:57.209527 1.4 4.0
2021-01-25 16:01:57.209186 1.4 3.0
2021-01-25 16:11:57.210029 1.4 4.0
2021-01-25 16:21:57.209876 1.4 4.0
2021-01-25 16:31:57.209811 1.4 4.0
2021-01-25 16:41:57.209272 1.4 3.0
2021-01-25 16:51:57.209974 1.4 3.0
2021-01-25 17:01:57.209631 1.4 4.0
2021-01-25 17:11:57.209933 1.4 3.0
2021-01-25 17:21:57.210126 1.4 3.0
2021-01-25 17:31:57.209647 1.4 3.0
2021-01-25 17:41:57.209991 1.4 3.0
2021-01-25 17:51:57.209874 1.4 3.0
2021-01-25 18:01:57.209851 1.4 3.0
2021-01-25 18:11:57.210156 1.4 4.0
2021-01-25 18:21:57.210136 1.4 3.0
2021-01-25 18:31:57.209424 1.4 4.0
2021-01-25 18:41:57.209775 1.4 3.0
2021-01-25 18:51:57.209834 1.4 3.0
2021-01-25 19:01:57.209960 1.4 3.0
2021-01-25 19:11:57.210083 1.4 3.0
2021-01-25 19:21:57.209617 0.0 0.0
2021-01-25 19:31:57.209785 1.4 3.0
2021-01-25 19:41:57.209719 1.4 3.0
2021-01-25 19:51:57.209395 1.4 3.0
2021-01-25 20:01:57.210101 1.4 3.0
2021-01-25 20:11:57.210078 1.4 3.0
2021-01-25 20:21:57.209817 1.4 3.0
2021-01-25 20:31:57.209722 1.4 3.0
2021-01-25 20:41:57.209345 1.4 3.0
2021-01-25 20:51:57.210118 0.0 0.0
2021-01-25 21:01:57.209259 1.4 3.0
2021-01-25 21:11:57.210078 0.0 0.0
2021-01-25 21:21:57.210101 1.4 4.0
2021-01-25 21:31:57.210124 1.4 3.0
2021-01-25 21:41:57.210064 1.4 3.0
2021-01-25 21:51:57.209613 1.4 3.0
2021-01-25 22:01:57.209830 1.4 3.0
2021-01-25 22:11:57.210189 1.4 3.0
2021-01-25 22:21:57.210078 1.4 3.0
2021-01-25 22:31:57.209858 1.4 3.0
2021-01-25 22:41:57.209354 1.4 3.0
2021-01-25 22:51:57.210203 1.4 3.0
2021-01-25 23:01:57.209453 1.4 3.0
2021-01-25 23:11:57.210206 1.4 3.0
2021-01-25 23:21:57.210093 1.4 3.0
2021-01-25 23:31:57.209228 1.4 3.0
2021-01-25 23:41:57.209584 1.4 3.0
2021-01-25 23:51:57.209212 1.4 3.0
2021-01-26 00:01:57.209705 1.4 4.0
2021-01-26 00:11:57.209999 1.4 3.0
2021-01-26 00:21:57.209991 1.4 3.0
2021-01-26 00:31:57.209435 1.4 3.0
2021-01-26 00:41:57.209809 1.4 3.0
2021-01-26 00:51:57.209682 1.4 3.0
2021-01-26 01:01:57.209907 1.4 4.0
2021-01-26 01:11:57.209546 1.4 3.0
2021-01-26 01:21:57.209562 1.4 3.0
2021-01-26 01:31:57.209455 1.4 3.0
2021-01-26 01:41:57.210018 1.4 3.0
2021-01-26 01:51:57.209403 1.4 3.0
2021-01-26 02:01:57.209700 1.4 3.0
2021-01-26 02:11:57.210098 1.4 3.0
2021-01-26 02:21:57.210084 1.4 3.0
2021-01-26 02:31:57.209892 1.4 3.0
2021-01-26 02:41:57.209944 1.4 3.0
2021-01-26 02:51:57.210062 1.4 3.0
2021-01-26 03:01:57.209613 1.4 4.0
2021-01-26 03:11:57.209637 1.4 3.0
2021-01-26 03:21:57.209919 1.4 3.0
2021-01-26 03:31:57.210144 1.4 3.0
2021-01-26 03:41:57.209553 1.4 3.0
2021-01-26 03:51:57.210007 1.4 3.0
2021-01-26 04:01:57.209289 1.4 3.0
2021-01-26 04:11:57.209633 0.0 0.0
2021-01-26 04:21:57.209998 1.4 3.0
2021-01-26 04:31:57.209176 1.4 3.0
2021-01-26 04:41:57.209698 1.4 3.0
2021-01-26 04:51:57.209879 1.4 4.0
2021-01-26 05:01:57.209349 1.4 4.0
2021-01-26 05:11:57.209801 1.4 3.0
2021-01-26 05:21:57.209860 0.0 0.0
2021-01-26 05:31:57.210207 1.4 3.0
2021-01-26 05:41:57.209369 1.4 3.0
2021-01-26 05:51:57.209680 1.4 3.0
2021-01-26 06:01:57.210001 1.4 3.0
2021-01-26 06:11:57.209675 1.4 3.0
2021-01-26 06:21:57.209550 1.4 3.0
2021-01-26 06:31:57.209805 1.4 3.0
2021-01-26 06:41:57.209899 0.0 0.0
2021-01-26 06:51:57.209421 1.4 4.0
2021-01-26 07:01:57.209867 1.4 3.0
2021-01-26 07:11:57.209779 1.4 3.0
2021-01-26 07:21:57.209401 1.4 3.0
2021-01-26 07:31:57.210187 1.4 3.0
2021-01-26 07:41:57.209410 1.4 3.0
2021-01-26 07:51:57.209719 1.4 3.0
2021-01-26 08:01:57.209424 1.4 3.0
2021-01-26 08:11:57.210011 1.4 3.0
2021-01-26 08:21:57.210145 1.4 3.0
2021-01-26 08:31:57.209243 1.4 3.0
2021-01-26 08:41:57.209349 1.4 3.0
2021-01-26 08:51:57.209836 0.0 0.0
2021-01-26 09:01:57.210149 1.4 3.0
2021-01-26 09:11:57.209832 1.4 3.0
2021-01-26 09:21:57.210089 1.4 3.0
2021-01-26 09:31:57.209612 1.4 3.0
2021-01-26 09:41:57.209473 1.4 3.0
2021-01-26 09:51:57.209782 1.4 3.0
2021-01-26 10:01:57.209392 1.4 3.0
2021-01-26 10:11:57.210026 1.4 3.0
2021-01-26 10:21:57.210239 1.4 3.0
2021-01-26 10:31:57.210119 1.4 3.0
2021-01-26 10:41:57.209832 1.4 4.0
2021-01-26 10:51:57.209606 1.4 3.0
2021-01-26 11:01:57.209654 1.4 3.0
2021-01-26 11:11:57.209700 1.4 3.0
