Date Time VMFC
Date Time VMFC
Date Time VMFC
Date Time VMFC Temperature
2020-07-11 01:23:01 338.57 9.27
2020-07-11 01:28:02 341.6 9.77
2020-07-11 01:33:03 339.17 9.76
2020-07-11 01:38:04 339.98 10.18
2020-07-11 01:43:04 339.28 9.5
2020-07-11 01:48:05 339.82 9.24
2020-07-11 01:53:06 339.87 9.52
2020-07-11 01:58:07 338.9 9.3
2020-07-11 02:03:08 339.38 9.56
2020-07-11 02:08:08 339.17 10.15
2020-07-11 02:13:09 337.43 9.37
2020-07-11 02:18:10 340.74 9.86
2020-07-11 02:23:11 339.49 9.4
2020-07-11 02:28:11 341.28 9.46
2020-07-11 02:33:12 340.63 9.32
2020-07-11 02:38:13 340.52 10.2
2020-07-11 02:43:14 338.3 9.46
2020-07-11 02:48:15 339.33 9.92
2020-07-11 02:53:15 338.36 9.48
2020-07-11 02:58:16 338.46 9.27
2020-07-11 03:03:17 339.87 10.06
2020-07-11 03:08:18 340.79 9.45
2020-07-11 03:13:18 338.73 10.04
2020-07-11 03:18:19 339.82 9.09
2020-07-11 03:23:20 338.03 10.0
2020-07-11 03:28:21 338.14 9.31
2020-07-11 03:33:21 338.03 9.4
2020-07-11 03:38:22 337.65 9.47
2020-07-11 03:43:23 339.44 9.68
2020-07-11 03:48:24 338.25 9.89
2020-07-11 03:53:24 340.25 9.32
2020-07-11 03:58:25 338.36 9.14
2020-07-11 04:03:26 337.81 9.44
2020-07-11 04:08:27 338.3 9.28
2020-07-11 04:13:28 339.01 9.66
2020-07-11 04:18:28 336.51 8.91
2020-07-11 04:23:29 337.92 9.21
2020-07-11 04:28:30 337.65 10.17
2020-07-11 04:33:31 338.52 9.77
2020-07-11 04:38:32 338.57 9.01
2020-07-11 04:43:33 337.71 9.76
2020-07-11 04:48:33 335.86 9.79
2020-07-11 04:53:34 339.06 9.11
2020-07-11 04:58:35 337.98 9.77
2020-07-11 05:03:36 337.87 9.44
2020-07-11 05:08:37 337.33 9.06
2020-07-11 05:13:37 337.22 9.17
2020-07-11 05:18:38 336.35 9.36
2020-07-11 05:23:39 336.73 9.8
2020-07-11 05:28:40 335.76 9.36
2020-07-11 05:33:41 336.62 8.99
2020-07-11 05:38:41 337.0 9.36
2020-07-11 05:43:42 336.78 8.94
2020-07-11 05:48:43 335.54 9.25
2020-07-11 05:53:44 336.41 9.36
2020-07-11 05:58:45 337.33 8.88
2020-07-11 06:03:45 338.14 9.41
2020-07-11 06:08:46 339.17 8.98
2020-07-11 06:13:47 337.81 9.44
2020-07-11 06:18:48 336.51 9.24
2020-07-11 06:23:49 336.41 9.7
2020-07-11 06:28:49 334.51 9.46
2020-07-11 06:33:50 338.41 9.55
2020-07-11 06:38:51 335.86 9.84
2020-07-11 06:43:52 336.46 9.29
2020-07-11 06:48:53 337.38 9.67
2020-07-11 06:53:53 334.02 9.32
2020-07-11 06:58:54 337.43 9.15
2020-07-11 07:03:55 336.35 9.7
2020-07-11 07:08:56 335.21 8.65
2020-07-11 07:13:56 337.6 9.26
2020-07-11 07:18:57 337.49 9.23
2020-07-11 07:23:58 334.4 9.62
2020-07-11 07:28:59 336.95 9.42
2020-07-11 07:34:00 337.6 8.82
2020-07-11 07:39:00 334.4 9.22
2020-07-11 07:44:01 333.81 8.53
2020-07-11 07:49:02 335.11 9.76
2020-07-11 07:54:03 334.84 9.17
2020-07-11 07:59:04 334.56 8.72
2020-07-11 08:04:04 334.84 8.91
2020-07-11 08:09:05 335.0 9.63
2020-07-11 08:14:06 334.67 8.71
2020-07-11 08:19:07 333.97 8.69
2020-07-11 08:24:08 335.16 8.81
2020-07-11 08:29:08 333.81 8.71
2020-07-11 08:34:09 335.76 9.69
2020-07-11 08:39:10 336.73 9.37
2020-07-11 08:44:11 334.62 8.86
2020-07-11 08:49:11 335.05 9.03
2020-07-11 08:54:12 337.0 8.96
2020-07-11 08:59:13 336.62 8.97
2020-07-11 09:04:14 336.08 8.75
2020-07-11 09:09:15 336.51 9.05
2020-07-11 09:14:15 335.65 8.79
2020-07-11 09:19:16 335.86 8.59
2020-07-11 09:24:17 334.29 8.6
2020-07-11 09:29:18 337.27 9.41
2020-07-11 09:34:18 336.51 8.8
2020-07-11 09:39:19 336.08 9.25
2020-07-11 09:44:20 335.76 9.1
2020-07-11 09:49:21 336.35 8.85
2020-07-11 09:54:22 337.22 9.37
2020-07-11 09:59:22 335.81 9.63
2020-07-11 10:04:23 336.46 9.8
2020-07-11 10:09:24 337.6 8.83
2020-07-11 10:14:25 337.76 9.29
2020-07-11 10:19:25 337.87 9.54
2020-07-11 10:24:26 335.86 9.21
2020-07-11 10:29:27 335.86 9.44
2020-07-11 10:34:28 338.73 8.95
2020-07-11 10:39:29 338.25 9.92
2020-07-11 10:44:29 335.7 9.14
2020-07-11 10:49:30 337.92 9.61
2020-07-11 10:54:31 339.38 9.71
2020-07-11 10:59:32 339.28 9.48
2020-07-11 11:04:32 336.41 9.41
2020-07-11 11:09:33 338.52 9.73
2020-07-11 11:14:34 337.98 8.83
2020-07-11 11:19:35 336.46 9.31
2020-07-11 11:24:36 337.33 9.63
2020-07-11 11:29:36 340.52 9.65
2020-07-11 11:34:37 338.95 9.89
2020-07-11 11:39:38 340.52 8.98
2020-07-11 11:44:39 337.0 9.21
2020-07-11 11:49:39 338.57 9.49
2020-07-11 11:54:40 336.95 9.58
2020-07-11 11:59:41 336.95 9.7
2020-07-11 12:04:42 339.55 9.17
2020-07-11 12:09:42 339.17 9.02
2020-07-11 12:14:43 338.84 9.11
2020-07-11 12:19:44 338.73 9.16
2020-07-11 12:24:45 338.3 9.55
2020-07-11 12:29:46 337.06 9.4
2020-07-11 12:34:46 337.6 9.66
2020-07-11 12:39:47 339.17 10.04
2020-07-11 12:44:48 337.65 9.93
2020-07-11 12:49:49 337.11 9.51
2020-07-11 12:54:50 337.38 9.47
2020-07-11 12:59:50 340.36 9.49
2020-07-11 13:04:51 340.47 9.6
2020-07-11 13:09:52 337.92 9.3
2020-07-11 13:14:53 337.71 9.64
2020-07-11 13:19:54 338.3 9.54
2020-07-11 13:24:54 339.76 9.55
2020-07-11 13:29:55 340.2 9.32
2020-07-11 13:34:56 339.93 9.47
2020-07-11 13:39:57 339.17 9.16
2020-07-11 13:44:57 339.06 9.13
2020-07-11 13:49:58 338.36 9.28
2020-07-11 13:54:59 339.11 9.36
2020-07-11 14:00:00 338.25 9.22
2020-07-11 14:05:00 340.25 9.4
2020-07-11 14:10:01 340.74 9.67
2020-07-11 14:15:02 341.88 9.51
2020-07-11 14:20:03 342.74 9.57
2020-07-11 14:25:04 341.12 9.55
2020-07-11 14:30:04 338.68 10.12
2020-07-11 14:35:05 341.17 9.21
2020-07-11 14:40:06 340.09 9.52
2020-07-11 14:45:07 338.68 9.52
2020-07-11 14:50:07 339.93 9.52
2020-07-11 14:55:08 339.82 9.92
2020-07-11 15:00:09 339.71 9.92
2020-07-11 15:05:10 340.58 9.97
2020-07-11 15:10:11 340.79 9.45
2020-07-11 15:15:11 342.58 9.6
2020-07-11 15:20:12 342.25 9.82
2020-07-11 15:25:13 343.18 9.82
2020-07-11 15:30:14 342.9 9.64
2020-07-11 15:35:15 339.87 9.94
2020-07-11 15:40:15 343.28 10.03
2020-07-11 15:45:16 341.01 10.53
2020-07-11 15:50:17 340.95 10.11
2020-07-11 15:55:18 341.71 10.41
2020-07-11 16:00:19 342.8 10.21
2020-07-11 16:05:19 342.53 9.59
2020-07-11 16:10:20 341.17 9.87
2020-07-11 16:15:21 341.28 10.3
2020-07-11 16:20:22 341.28 10.26
2020-07-11 16:25:23 341.12 9.9
2020-07-11 16:30:23 343.23 9.74
2020-07-11 16:35:24 342.9 9.79
2020-07-11 16:40:25 342.09 10.32
2020-07-11 16:45:26 340.85 10.18
2020-07-11 16:50:26 342.36 9.77
2020-07-11 16:55:27 340.36 9.7
2020-07-11 17:00:28 340.3 9.65
2020-07-11 17:05:29 339.44 9.64
2020-07-11 17:10:30 340.79 9.65
2020-07-11 17:15:30 339.66 9.89
2020-07-11 17:20:31 341.93 10.36
2020-07-11 17:25:32 340.68 9.37
2020-07-11 17:30:33 339.6 9.72
2020-07-11 17:35:34 342.09 10.05
2020-07-11 17:40:34 340.9 9.88
2020-07-11 17:45:35 340.14 10.5
2020-07-11 17:50:36 340.14 9.8
2020-07-11 17:55:37 341.33 10.0
2020-07-11 18:00:38 340.14 9.76
2020-07-11 18:05:38 340.41 10.1
2020-07-11 18:10:39 339.55 9.64
2020-07-11 18:15:40 341.98 9.61
2020-07-11 18:20:41 341.77 9.97
2020-07-11 18:25:41 340.95 9.52
2020-07-11 18:30:42 339.28 9.74
2020-07-11 18:35:43 339.49 9.47
2020-07-11 18:40:44 341.88 9.58
2020-07-11 18:45:44 340.85 9.44
2020-07-11 18:50:45 340.14 9.73
2020-07-11 18:55:46 338.63 9.39
2020-07-11 19:00:47 340.36 9.48
2020-07-11 19:05:48 340.03 9.32
2020-07-11 19:10:48 340.2 9.73
2020-07-11 19:15:49 341.5 9.78
2020-07-11 19:20:50 339.76 10.06
2020-07-11 19:25:51 340.68 9.64
2020-07-11 19:30:51 341.39 9.42
2020-07-11 19:35:52 338.46 9.95
2020-07-11 19:40:53 338.36 9.91
2020-07-11 19:45:54 338.79 9.76
2020-07-11 19:50:54 339.87 9.8
2020-07-11 19:55:55 339.11 9.5
2020-07-11 20:00:56 340.3 9.93
2020-07-11 20:05:57 339.11 9.81
2020-07-11 20:10:58 338.79 9.64
2020-07-11 20:15:58 341.28 9.91
2020-07-11 20:20:59 339.22 9.66
2020-07-11 20:26:00 339.93 9.66
2020-07-11 20:31:01 339.44 9.53
2020-07-11 20:36:02 341.28 9.41
2020-07-11 20:41:02 341.17 9.33
2020-07-11 20:46:03 339.33 9.19
2020-07-11 20:51:04 338.46 9.54
2020-07-11 20:56:05 338.73 9.47
2020-07-11 21:01:05 339.66 9.47
2020-07-11 21:06:06 338.25 9.35
2020-07-11 21:11:07 339.71 9.31
2020-07-11 21:16:08 340.63 9.74
2020-07-11 21:21:09 338.79 10.09
2020-07-11 21:26:09 339.76 9.89
2020-07-11 21:31:10 340.03 9.27
2020-07-11 21:36:11 337.87 9.19
2020-07-11 21:41:12 337.16 9.48
2020-07-11 21:46:13 338.41 8.95
2020-07-11 21:51:13 340.14 9.31
2020-07-11 21:56:14 338.36 10.08
2020-07-11 22:01:15 337.0 9.42
2020-07-11 22:06:16 338.95 9.21
2020-07-11 22:11:16 338.19 9.05
2020-07-11 22:16:17 340.03 9.92
2020-07-11 22:21:18 337.16 9.24
2020-07-11 22:26:19 336.84 9.55
2020-07-11 22:31:20 335.92 9.64
2020-07-11 22:36:20 337.06 9.94
2020-07-11 22:41:21 336.57 9.3
2020-07-11 22:46:22 337.43 9.58
2020-07-11 22:51:23 338.52 9.84
2020-07-11 22:56:24 338.9 9.36
2020-07-11 23:01:24 339.06 9.02
2020-07-11 23:06:25 335.92 9.85
2020-07-11 23:11:26 337.81 9.1
2020-07-11 23:16:27 336.14 9.23
2020-07-11 23:21:27 337.16 9.19
2020-07-11 23:26:28 339.44 9.02
2020-07-11 23:31:29 339.22 9.72
2020-07-11 23:36:30 337.65 9.36
2020-07-11 23:41:31 337.54 9.78
2020-07-11 23:46:31 337.65 9.93
2020-07-11 23:51:32 335.7 9.56
2020-07-11 23:56:33 338.08 9.73
2020-07-12 00:01:34 336.14 8.98
2020-07-12 00:06:35 335.43 9.33
2020-07-12 00:11:35 335.76 9.38
2020-07-12 00:16:36 337.11 8.7
2020-07-12 00:21:37 337.65 9.32
2020-07-12 00:26:38 337.27 9.29
2020-07-12 00:31:39 337.49 9.17
2020-07-12 00:36:39 335.81 8.86
2020-07-12 00:41:40 338.25 8.81
2020-07-12 00:46:41 337.76 9.09
2020-07-12 00:51:42 336.89 9.6
2020-07-12 00:56:42 336.73 9.39
2020-07-12 01:01:43 334.62 9.16
2020-07-12 01:06:44 336.84 9.42
2020-07-12 01:11:45 337.92 8.97
2020-07-12 01:16:46 336.41 9.52
2020-07-12 01:21:46 333.7 9.08
2020-07-12 01:26:47 335.27 8.99
2020-07-12 01:31:48 334.4 9.27
2020-07-12 01:36:49 336.95 9.14
2020-07-12 01:41:50 335.54 8.62
2020-07-12 01:46:50 334.94 8.47
2020-07-12 01:51:51 333.97 9.13
2020-07-12 01:56:52 336.14 9.21
2020-07-12 02:01:53 333.91 9.22
2020-07-12 02:06:54 337.06 8.7
2020-07-12 02:11:54 334.84 8.64
2020-07-12 02:16:55 333.32 8.63
2020-07-12 02:21:56 332.72 8.8
2020-07-12 02:26:57 336.35 9.3
2020-07-12 02:31:58 333.21 8.73
2020-07-12 02:36:58 334.89 8.53
2020-07-12 02:41:59 332.29 8.65
2020-07-12 02:47:00 334.24 8.88
2020-07-12 02:52:01 335.65 8.69
2020-07-12 02:57:01 333.81 8.51
2020-07-12 03:02:02 334.67 8.71
2020-07-12 03:07:03 334.89 9.26
2020-07-12 03:12:04 332.24 9.11
2020-07-12 03:17:05 332.61 8.58
2020-07-12 03:22:05 333.37 9.22
2020-07-12 03:27:06 331.53 9.11
2020-07-12 03:32:07 332.89 9.1
2020-07-12 03:37:08 332.34 8.84
2020-07-12 03:42:08 333.43 9.27
2020-07-12 03:47:09 332.89 9.0
2020-07-12 03:52:10 333.75 8.37
2020-07-12 03:57:11 331.04 8.84
2020-07-12 04:02:12 332.24 8.19
2020-07-12 04:07:12 332.78 8.35
2020-07-12 04:12:13 333.26 9.08
2020-07-12 04:17:14 331.32 8.62
2020-07-12 04:22:15 332.34 8.79
2020-07-12 04:27:16 330.72 8.97
2020-07-12 04:32:16 331.97 7.98
2020-07-12 04:37:17 331.21 8.4
2020-07-12 04:42:18 330.77 9.02
2020-07-12 04:47:19 330.83 8.96
2020-07-12 04:52:19 329.04 8.25
2020-07-12 04:57:20 331.1 8.1
2020-07-12 05:02:21 330.67 7.91
2020-07-12 05:07:22 332.89 8.22
2020-07-12 05:12:23 330.61 8.87
2020-07-12 05:17:23 331.21 8.99
2020-07-12 05:22:24 330.67 9.02
2020-07-12 05:27:25 331.04 8.71
2020-07-12 05:32:26 331.1 8.42
2020-07-12 05:37:27 331.37 8.68
2020-07-12 05:42:27 330.99 7.85
2020-07-12 05:47:28 327.47 8.52
2020-07-12 05:52:29 331.37 8.07
2020-07-12 05:57:30 330.56 8.69
2020-07-12 06:02:31 328.55 8.01
2020-07-12 06:07:31 328.77 7.84
2020-07-12 06:12:32 327.96 8.4
2020-07-12 06:17:33 330.39 8.38
2020-07-12 06:22:34 327.85 8.44
2020-07-12 06:27:34 329.64 8.58
2020-07-12 06:32:35 330.45 8.07
2020-07-12 06:37:36 329.42 8.47
2020-07-12 06:42:37 327.2 7.86
2020-07-12 06:47:38 329.69 7.97
2020-07-12 06:52:39 327.69 8.61
2020-07-12 06:57:39 327.63 8.12
2020-07-12 07:02:40 327.8 7.78
2020-07-12 07:07:41 328.99 7.82
2020-07-12 07:12:42 326.87 7.72
2020-07-12 07:17:42 327.42 8.19
2020-07-12 07:22:43 328.34 8.2
2020-07-12 07:27:44 327.47 8.07
2020-07-12 07:32:45 329.04 8.35
2020-07-12 07:37:46 329.31 8.24
2020-07-12 07:42:46 328.61 7.98
2020-07-12 07:47:47 326.28 7.89
2020-07-12 07:52:48 329.09 8.11
2020-07-12 07:57:49 329.31 7.86
2020-07-12 08:02:50 327.42 7.97
2020-07-12 08:07:50 328.39 8.85
2020-07-12 08:12:51 326.77 8.16
2020-07-12 08:17:52 326.39 8.46
2020-07-12 08:22:53 327.31 7.95
2020-07-12 08:27:53 328.72 7.85
2020-07-12 08:32:54 329.53 8.14
2020-07-12 08:37:55 327.42 7.55
2020-07-12 08:42:56 328.12 8.22
2020-07-12 08:47:57 329.09 8.03
2020-07-12 08:52:57 326.87 7.81
2020-07-12 08:57:58 326.77 8.53
2020-07-12 09:02:59 329.15 7.89
2020-07-12 09:08:00 328.61 8.46
2020-07-12 09:13:00 327.15 7.82
2020-07-12 09:18:01 329.85 8.12
2020-07-12 09:23:02 327.36 8.65
2020-07-12 09:28:03 328.01 7.77
2020-07-12 09:33:04 329.85 8.34
2020-07-12 09:38:04 328.28 8.12
2020-07-12 09:43:05 329.74 8.67
2020-07-12 09:48:06 330.45 8.31
2020-07-12 09:53:07 328.66 8.52
2020-07-12 09:58:07 328.61 8.07
2020-07-12 10:03:08 329.09 8.12
2020-07-12 10:08:09 328.12 8.2
2020-07-12 10:13:10 330.39 8.73
2020-07-12 10:18:11 328.93 8.09
2020-07-12 10:23:11 330.77 8.38
2020-07-12 10:28:12 329.2 8.57
2020-07-12 10:33:13 330.02 8.03
2020-07-12 10:38:14 330.83 8.22
2020-07-12 10:43:15 329.2 8.16
2020-07-12 10:48:15 330.61 8.84
2020-07-12 10:53:16 331.69 8.85
2020-07-12 10:58:17 332.29 8.61
2020-07-12 11:03:18 330.12 8.13
2020-07-12 11:08:19 331.21 9.09
2020-07-12 11:13:19 331.1 8.32
2020-07-12 11:18:20 330.61 8.64
2020-07-12 11:23:21 332.67 8.53
2020-07-12 11:28:22 332.45 8.38
2020-07-12 11:33:23 333.7 8.31
2020-07-12 11:38:23 332.89 9.3
2020-07-12 11:43:24 332.24 9.13
2020-07-12 11:48:25 331.8 8.83
2020-07-12 11:53:26 334.35 8.46
2020-07-12 11:58:27 335.05 8.35
2020-07-12 12:03:27 334.4 8.84
2020-07-12 12:08:28 334.51 8.77
2020-07-12 12:13:29 335.65 8.86
2020-07-12 12:18:30 332.89 8.88
2020-07-12 12:23:30 333.59 8.32
2020-07-12 12:28:31 334.94 8.97
2020-07-12 12:33:32 332.72 8.44
2020-07-12 12:38:33 333.59 9.33
2020-07-12 12:43:33 334.62 9.53
2020-07-12 12:48:34 336.89 8.68
2020-07-12 12:53:35 336.57 9.42
2020-07-12 12:58:36 336.95 8.85
2020-07-12 13:03:37 335.92 9.06
2020-07-12 13:08:37 334.73 9.16
2020-07-12 13:13:38 335.0 9.29
2020-07-12 13:18:39 334.56 8.89
2020-07-12 13:23:40 336.78 8.86
2020-07-12 13:28:41 336.14 8.8
2020-07-12 13:33:41 337.33 9.22
2020-07-12 13:38:42 335.38 8.85
2020-07-12 13:43:43 336.08 9.55
2020-07-12 13:48:44 334.84 8.71
2020-07-12 13:53:44 337.11 8.83
2020-07-12 13:58:45 337.54 9.72
2020-07-12 14:03:46 335.59 8.78
2020-07-12 14:08:47 336.24 8.86
2020-07-12 14:13:48 336.57 8.81
2020-07-12 14:18:48 337.11 9.15
2020-07-12 14:23:49 337.33 9.6
2020-07-12 14:28:50 337.33 9.5
2020-07-12 14:33:51 338.41 9.59
2020-07-12 14:38:51 339.22 9.61
2020-07-12 14:43:52 338.95 10.01
2020-07-12 14:48:53 336.35 9.01
2020-07-12 14:53:54 338.41 9.82
2020-07-12 14:58:55 337.54 9.24
2020-07-12 15:03:55 340.3 9.01
2020-07-12 15:08:56 341.01 9.15
2020-07-12 15:13:57 338.46 10.16
2020-07-12 15:18:58 338.14 9.85
2020-07-12 15:23:59 339.22 9.71
2020-07-12 15:29:00 337.6 9.64
2020-07-12 15:34:00 338.63 9.3
2020-07-12 15:39:01 337.6 9.01
2020-07-12 15:44:02 337.54 9.61
2020-07-12 15:49:03 338.68 9.98
2020-07-12 15:54:04 337.06 9.35
2020-07-12 15:59:04 339.11 9.8
2020-07-12 16:04:05 339.06 9.46
2020-07-12 16:09:06 337.92 9.22
2020-07-12 16:14:07 339.28 9.55
2020-07-12 16:19:07 338.79 9.27
2020-07-12 16:24:08 336.95 9.7
2020-07-12 16:29:09 338.79 9.24
2020-07-12 16:34:10 338.19 9.67
2020-07-12 16:39:11 338.84 9.08
2020-07-12 16:44:11 339.06 9.02
2020-07-12 16:49:12 340.47 9.29
2020-07-12 16:54:13 338.36 9.3
2020-07-12 16:59:14 339.93 9.39
2020-07-12 17:04:14 340.9 9.3
2020-07-12 17:09:15 336.62 9.65
2020-07-12 17:14:16 338.19 9.07
2020-07-12 17:19:17 337.71 9.68
2020-07-12 17:24:17 338.03 9.41
2020-07-12 17:29:18 339.49 9.9
2020-07-12 17:34:19 339.44 9.19
2020-07-12 17:39:20 340.14 9.3
2020-07-12 17:44:21 339.76 9.77
2020-07-12 17:49:21 337.33 9.49
2020-07-12 17:54:22 338.68 9.48
2020-07-12 17:59:23 337.38 9.6
2020-07-12 18:04:24 337.33 9.7
2020-07-12 18:09:25 338.57 9.47
2020-07-12 18:14:25 338.08 9.98
2020-07-12 18:19:26 337.16 9.85
2020-07-12 18:24:27 337.92 9.33
2020-07-12 18:29:28 337.16 9.73
2020-07-12 18:34:29 338.41 10.01
2020-07-12 18:39:29 339.38 9.53
2020-07-12 18:44:30 339.33 9.8
2020-07-12 18:49:31 338.19 9.34
2020-07-12 18:54:32 337.65 9.49
2020-07-12 18:59:32 337.92 9.55
2020-07-12 19:04:33 339.55 9.77
2020-07-12 19:09:34 339.33 9.69
2020-07-12 19:14:35 338.52 9.39
2020-07-12 19:19:36 339.66 9.83
2020-07-12 19:24:36 337.81 9.98
2020-07-12 19:29:37 337.54 9.32
2020-07-12 19:34:38 339.49 9.11
2020-07-12 19:39:39 338.14 9.44
2020-07-12 19:44:40 336.3 9.16
2020-07-12 19:49:40 339.66 9.43
2020-07-12 19:54:41 338.46 9.14
2020-07-12 19:59:42 337.0 9.07
2020-07-12 20:04:43 337.87 9.81
2020-07-12 20:09:44 338.14 9.35
2020-07-12 20:14:44 338.08 9.75
2020-07-12 20:19:45 337.71 9.31
2020-07-12 20:24:46 336.62 9.02
2020-07-12 20:29:47 336.14 9.27
2020-07-12 20:34:48 337.65 9.9
2020-07-12 20:39:48 337.43 8.99
2020-07-12 20:44:49 336.78 9.44
2020-07-12 20:49:50 336.51 9.63
2020-07-12 20:54:51 338.14 8.9
2020-07-12 20:59:52 335.54 9.13
2020-07-12 21:04:52 337.71 9.48
2020-07-12 21:09:53 337.71 8.97
2020-07-12 21:14:54 336.78 9.31
2020-07-12 21:19:55 336.46 9.41
2020-07-12 21:24:55 336.73 9.25
2020-07-12 21:29:56 338.08 9.11
2020-07-12 21:34:57 337.11 8.97
2020-07-12 21:39:58 337.54 8.98
2020-07-12 21:44:58 336.46 9.23
2020-07-12 21:49:59 335.0 9.53
2020-07-12 21:55:00 334.35 8.76
2020-07-12 22:00:01 335.65 8.72
2020-07-12 22:05:02 334.73 8.63
2020-07-12 22:10:02 337.27 8.99
2020-07-12 22:15:03 335.7 8.76
2020-07-12 22:20:04 334.67 8.85
2020-07-12 22:25:05 334.73 9.5
2020-07-12 22:30:05 336.78 8.7
2020-07-12 22:35:06 336.14 9.47
2020-07-12 22:40:07 333.91 9.11
2020-07-12 22:45:08 335.65 8.58
2020-07-12 22:50:09 334.67 8.74
2020-07-12 22:55:09 334.78 9.71
2020-07-12 23:00:10 334.67 8.9
2020-07-12 23:05:11 336.24 9.75
2020-07-12 23:10:12 332.99 9.24
2020-07-12 23:15:12 332.83 9.7
2020-07-12 23:20:13 335.05 9.52
2020-07-12 23:25:14 335.11 9.3
2020-07-12 23:30:15 335.43 9.45
2020-07-12 23:35:16 335.16 9.32
2020-07-12 23:40:16 334.62 8.53
2020-07-12 23:45:17 333.81 9.49
2020-07-12 23:50:18 336.19 8.82
2020-07-12 23:55:19 333.54 9.54
2020-07-13 00:00:20 331.64 9.03
2020-07-13 00:05:20 333.59 8.4
2020-07-13 00:10:21 333.43 8.52
2020-07-13 00:15:22 331.86 9.09
2020-07-13 00:20:23 333.43 8.8
2020-07-13 00:25:23 331.04 8.45
2020-07-13 00:30:24 333.43 8.58
2020-07-13 00:35:25 334.08 8.71
2020-07-13 00:40:26 334.89 8.63
2020-07-13 00:45:27 332.99 8.64
2020-07-13 00:50:27 332.13 8.61
2020-07-13 00:55:28 333.43 8.32
2020-07-13 01:00:29 331.8 8.91
2020-07-13 01:05:30 330.83 8.58
2020-07-13 01:10:30 333.26 8.59
2020-07-13 01:15:31 332.07 8.93
2020-07-13 01:20:32 331.04 8.51
2020-07-13 01:25:33 330.5 8.72
2020-07-13 01:30:34 330.94 9.07
2020-07-13 01:35:34 331.97 8.99
2020-07-13 01:40:35 330.5 8.77
2020-07-13 01:45:36 330.39 8.45
2020-07-13 01:50:37 329.37 8.62
2020-07-13 01:55:38 330.67 8.2
2020-07-13 02:00:38 330.5 8.57
2020-07-13 02:05:39 333.05 8.38
2020-07-13 02:10:40 330.39 8.28
2020-07-13 02:15:41 330.34 8.51
2020-07-13 02:20:41 332.83 8.62
2020-07-13 02:25:42 330.07 8.93
2020-07-13 02:30:43 330.29 8.23
2020-07-13 02:35:44 332.4 9.29
2020-07-13 02:40:45 330.12 8.14
2020-07-13 02:45:45 330.45 8.53
2020-07-13 02:50:46 331.42 9.0
2020-07-13 02:55:47 331.69 8.25
2020-07-13 03:00:48 329.85 8.38
2020-07-13 03:05:49 328.72 7.72
2020-07-13 03:10:49 329.09 8.05
2020-07-13 03:15:50 328.34 7.95
2020-07-13 03:20:51 330.99 8.13
2020-07-13 03:25:52 331.64 8.18
2020-07-13 03:30:53 331.21 8.01
2020-07-13 03:35:53 328.93 8.83
2020-07-13 03:40:54 327.31 7.98
2020-07-13 03:45:55 328.17 8.13
2020-07-13 03:50:56 329.31 8.86
2020-07-13 03:55:57 326.82 8.13
2020-07-13 04:00:57 327.74 7.94
2020-07-13 04:05:58 326.93 8.19
2020-07-13 04:10:59 327.52 8.06
2020-07-13 04:16:00 328.23 7.77
2020-07-13 04:21:00 328.28 7.93
2020-07-13 04:26:01 327.8 7.6
2020-07-13 04:31:02 327.74 8.58
2020-07-13 04:36:03 326.77 8.43
2020-07-13 04:41:04 328.61 7.74
2020-07-13 04:46:04 326.82 7.89
2020-07-13 04:51:05 327.04 7.9
2020-07-13 04:56:06 326.44 8.04
2020-07-13 05:01:07 329.09 7.81
2020-07-13 05:06:07 328.66 8.35
2020-07-13 05:11:08 328.55 7.69
2020-07-13 05:16:09 329.58 7.84
2020-07-13 05:21:10 326.28 7.85
2020-07-13 05:26:11 326.44 8.02
2020-07-13 05:31:11 325.47 8.2
2020-07-13 05:36:12 328.07 7.66
2020-07-13 05:41:13 328.93 7.71
2020-07-13 05:46:14 326.6 8.26
2020-07-13 05:51:14 326.39 8.57
2020-07-13 05:56:15 325.14 7.56
2020-07-13 06:01:16 326.28 7.5
2020-07-13 06:06:17 324.98 7.83
2020-07-13 06:11:18 326.17 7.66
2020-07-13 06:16:18 326.44 7.69
2020-07-13 06:21:19 326.44 8.18
2020-07-13 06:26:20 324.98 8.35
2020-07-13 06:31:21 327.36 8.17
2020-07-13 06:36:22 325.52 7.47
2020-07-13 06:41:22 324.38 7.46
2020-07-13 06:46:23 325.79 7.68
2020-07-13 06:51:24 325.63 8.24
2020-07-13 06:56:25 324.33 7.6
2020-07-13 07:01:25 324.93 8.37
2020-07-13 07:06:26 325.41 8.28
2020-07-13 07:11:27 326.6 8.15
2020-07-13 07:16:28 325.74 7.49
2020-07-13 07:21:29 326.22 8.0
2020-07-13 07:26:29 324.6 7.46
2020-07-13 07:31:30 324.28 7.78
2020-07-13 07:36:31 325.25 7.43
2020-07-13 07:41:32 325.09 7.47
2020-07-13 07:46:33 326.12 8.21
2020-07-13 07:51:33 324.38 8.19
2020-07-13 07:56:34 324.06 7.42
2020-07-13 08:01:35 327.2 7.63
2020-07-13 08:06:36 326.01 7.98
2020-07-13 08:11:37 323.52 7.68
2020-07-13 08:16:37 325.03 7.89
2020-07-13 08:21:38 324.65 7.8
2020-07-13 08:26:39 324.55 7.55
2020-07-13 08:31:40 324.33 7.62
2020-07-13 08:36:40 324.71 7.48
2020-07-13 08:41:41 325.03 7.23
2020-07-13 08:46:42 326.87 7.61
