Date Time VMFC
Date Time VMFC
Date Time VMFC
Date Time VMFC Temperature
2020-07-08 17:54:19 342.2 9.65
2020-07-08 17:59:20 343.82 10.22
2020-07-08 18:04:20 343.77 10.19
2020-07-08 18:09:21 340.85 9.88
2020-07-08 18:14:22 343.18 10.22
2020-07-08 18:19:23 341.66 9.61
2020-07-08 18:24:24 342.15 9.67
2020-07-08 18:29:24 344.31 10.16
2020-07-08 18:34:25 343.88 10.04
2020-07-08 18:39:26 344.42 9.77
2020-07-08 18:44:27 343.07 10.33
2020-07-08 18:49:28 343.88 9.77
2020-07-08 18:54:28 342.53 10.12
2020-07-08 18:59:29 343.82 10.37
2020-07-08 19:04:30 342.85 9.9
2020-07-08 19:09:31 342.85 10.28
2020-07-08 19:14:31 342.25 9.78
2020-07-08 19:19:32 342.15 9.64
2020-07-08 19:24:33 344.04 10.28
2020-07-08 19:29:34 344.15 10.05
2020-07-08 19:34:35 343.45 10.41
2020-07-08 19:39:35 344.37 10.16
2020-07-08 19:44:36 343.72 9.83
2020-07-08 19:49:37 342.36 9.76
2020-07-08 19:54:38 340.85 9.98
2020-07-08 19:59:38 341.6 9.58
2020-07-08 20:04:39 342.69 10.38
2020-07-08 20:09:40 343.18 10.1
2020-07-08 20:14:41 343.99 10.17
2020-07-08 20:19:42 342.09 9.57
2020-07-08 20:24:42 341.5 9.79
2020-07-08 20:29:43 344.2 10.14
2020-07-08 20:34:44 343.07 10.26
2020-07-08 20:39:45 344.04 9.77
2020-07-08 20:44:45 342.36 9.81
2020-07-08 20:49:46 340.79 10.12
2020-07-08 20:54:47 343.82 10.36
2020-07-08 20:59:48 342.31 9.81
2020-07-08 21:04:49 344.85 9.74
2020-07-08 21:09:49 342.15 10.38
2020-07-08 21:14:50 342.15 9.41
2020-07-08 21:19:51 343.88 9.7
2020-07-08 21:24:52 341.6 9.42
2020-07-08 21:29:52 342.42 9.5
2020-07-08 21:34:53 343.45 9.65
2020-07-08 21:39:54 341.77 10.17
2020-07-08 21:44:55 339.44 10.42
2020-07-08 21:49:56 341.33 10.27
2020-07-08 21:54:57 340.68 9.79
2020-07-08 21:59:57 341.82 9.36
2020-07-08 22:04:58 339.82 9.66
2020-07-08 22:09:59 342.47 9.68
2020-07-08 22:15:00 341.98 9.29
2020-07-08 22:20:00 340.52 10.0
2020-07-08 22:25:01 339.06 9.79
2020-07-08 22:30:02 338.95 9.82
2020-07-08 22:35:03 341.28 9.88
2020-07-08 22:40:04 339.28 9.82
2020-07-08 22:45:04 340.41 9.05
2020-07-08 22:50:05 340.3 9.92
2020-07-08 22:55:06 340.58 9.26
2020-07-08 23:00:07 339.76 9.26
2020-07-08 23:05:08 339.55 9.87
2020-07-08 23:10:08 339.33 9.4
2020-07-08 23:15:09 339.01 9.32
2020-07-08 23:20:10 340.03 9.53
2020-07-08 23:25:11 339.11 9.8
2020-07-08 23:30:12 338.57 9.21
2020-07-08 23:35:12 337.76 9.45
2020-07-08 23:40:13 338.9 9.01
2020-07-08 23:45:14 338.9 9.97
2020-07-08 23:50:15 337.54 9.45
2020-07-08 23:55:16 337.43 9.4
2020-07-09 00:00:16 340.25 9.49
2020-07-09 00:05:17 341.28 9.8
2020-07-09 00:10:18 337.81 9.4
2020-07-09 00:15:19 338.73 9.01
2020-07-09 00:20:19 339.28 9.27
2020-07-09 00:25:20 337.38 9.79
2020-07-09 00:30:21 340.25 9.39
2020-07-09 00:35:22 337.06 9.52
2020-07-09 00:40:23 338.25 9.95
2020-07-09 00:45:23 338.57 9.68
2020-07-09 00:50:24 338.19 9.81
2020-07-09 00:55:25 338.08 9.11
2020-07-09 01:00:26 338.68 9.34
2020-07-09 01:05:26 339.22 8.87
2020-07-09 01:10:27 337.16 9.14
2020-07-09 01:15:28 336.14 8.87
2020-07-09 01:20:29 339.06 9.64
2020-07-09 01:25:30 337.22 9.67
2020-07-09 01:30:30 337.11 9.56
2020-07-09 01:35:31 337.87 8.92
2020-07-09 01:40:32 337.22 8.8
2020-07-09 01:45:33 337.71 9.21
2020-07-09 01:50:34 338.14 8.95
2020-07-09 01:55:34 335.76 8.95
2020-07-09 02:00:35 334.13 9.09
2020-07-09 02:05:36 334.35 9.01
2020-07-09 02:10:37 335.97 8.82
2020-07-09 02:15:38 335.76 8.83
2020-07-09 02:20:38 336.19 8.8
2020-07-09 02:25:39 335.05 8.87
2020-07-09 02:30:40 336.24 9.14
2020-07-09 02:35:41 334.56 8.78
2020-07-09 02:40:41 336.46 8.71
2020-07-09 02:45:42 336.57 8.83
2020-07-09 02:50:43 335.81 8.81
2020-07-09 02:55:44 337.76 9.39
2020-07-09 03:00:45 337.54 8.82
2020-07-09 03:05:45 336.3 9.24
2020-07-09 03:10:46 335.49 8.83
2020-07-09 03:15:47 337.33 9.2
2020-07-09 03:20:48 336.51 8.8
2020-07-09 03:25:48 334.29 8.65
2020-07-09 03:30:49 334.24 8.56
2020-07-09 03:35:50 336.24 8.77
2020-07-09 03:40:51 333.86 8.71
2020-07-09 03:45:52 335.59 9.18
2020-07-09 03:50:52 336.14 8.81
2020-07-09 03:55:53 335.32 8.94
2020-07-09 04:00:54 333.91 9.51
2020-07-09 04:05:55 333.1 9.31
2020-07-09 04:10:56 333.16 8.81
2020-07-09 04:15:56 335.86 8.56
2020-07-09 04:20:57 335.7 8.97
2020-07-09 04:25:58 333.97 9.12
2020-07-09 04:30:59 335.32 8.55
2020-07-09 04:36:00 333.21 8.86
2020-07-09 04:41:00 332.29 8.89
2020-07-09 04:46:01 332.4 8.82
2020-07-09 04:51:02 336.03 8.55
2020-07-09 04:56:03 332.18 8.56
2020-07-09 05:01:04 334.24 8.92
2020-07-09 05:06:04 331.37 8.6
2020-07-09 05:11:05 333.54 8.74
2020-07-09 05:16:06 331.53 8.42
2020-07-09 05:21:07 333.7 8.57
2020-07-09 05:26:07 333.75 9.2
2020-07-09 05:31:08 333.43 8.43
2020-07-09 05:36:09 332.83 8.39
2020-07-09 05:41:10 333.54 8.58
2020-07-09 05:46:11 331.32 8.28
2020-07-09 05:51:11 333.59 8.82
2020-07-09 05:56:12 332.29 8.99
2020-07-09 06:01:13 332.61 8.7
2020-07-09 06:06:14 332.13 8.7
2020-07-09 06:11:14 330.99 8.8
2020-07-09 06:16:15 331.21 8.63
2020-07-09 06:21:16 330.94 8.62
2020-07-09 06:26:17 331.1 8.34
2020-07-09 06:31:18 331.32 8.96
2020-07-09 06:36:18 333.86 8.17
2020-07-09 06:41:19 333.26 8.26
2020-07-09 06:46:20 333.59 8.29
2020-07-09 06:51:21 329.74 7.98
2020-07-09 06:56:21 330.83 8.42
2020-07-09 07:01:22 329.64 8.18
2020-07-09 07:06:23 328.77 8.53
2020-07-09 07:11:24 331.1 7.91
2020-07-09 07:16:25 331.59 8.77
2020-07-09 07:21:25 329.53 8.03
2020-07-09 07:26:26 330.29 8.75
2020-07-09 07:31:27 329.2 8.58
2020-07-09 07:36:28 329.2 8.37
2020-07-09 07:41:29 331.32 8.69
2020-07-09 07:46:29 331.15 8.11
2020-07-09 07:51:30 331.37 8.69
2020-07-09 07:56:31 330.18 8.16
2020-07-09 08:01:32 331.1 8.65
2020-07-09 08:06:32 329.69 8.33
2020-07-09 08:11:33 332.13 8.26
2020-07-09 08:16:34 331.1 8.88
2020-07-09 08:21:35 330.12 8.49
2020-07-09 08:26:36 329.74 7.96
2020-07-09 08:31:36 329.8 7.97
2020-07-09 08:36:37 330.61 8.86
2020-07-09 08:41:38 328.34 8.16
2020-07-09 08:46:39 332.13 8.17
2020-07-09 08:51:40 328.88 8.31
2020-07-09 08:56:41 329.74 7.97
2020-07-09 09:01:41 331.42 9.11
2020-07-09 09:06:42 330.61 8.82
2020-07-09 09:11:43 329.53 8.55
2020-07-09 09:16:44 332.13 8.58
2020-07-09 09:21:44 331.32 8.07
2020-07-09 09:26:45 330.34 8.57
2020-07-09 09:31:46 332.61 8.3
2020-07-09 09:36:47 331.69 8.22
2020-07-09 09:41:48 330.67 8.12
2020-07-09 09:46:48 332.56 8.41
2020-07-09 09:51:49 331.97 9.08
2020-07-09 09:56:50 330.12 8.54
2020-07-09 10:01:51 331.04 8.64
2020-07-09 10:06:51 333.48 8.86
2020-07-09 10:11:52 333.81 8.59
2020-07-09 10:16:53 331.86 8.2
2020-07-09 10:21:54 334.4 8.53
2020-07-09 10:26:54 331.69 8.89
2020-07-09 10:31:55 334.02 9.16
2020-07-09 10:36:56 333.05 8.24
2020-07-09 10:41:57 333.37 8.43
2020-07-09 10:46:58 335.92 8.72
2020-07-09 10:51:58 332.89 8.91
2020-07-09 10:56:59 333.91 8.91
2020-07-09 11:02:00 336.08 9.38
2020-07-09 11:07:01 333.32 8.31
2020-07-09 11:12:02 333.97 8.63
2020-07-09 11:17:02 334.94 8.74
2020-07-09 11:22:03 337.0 8.72
2020-07-09 11:27:04 335.76 9.39
2020-07-09 11:32:05 334.62 8.97
2020-07-09 11:37:06 336.84 9.03
2020-07-09 11:42:06 334.94 8.96
2020-07-09 11:47:07 334.73 9.23
2020-07-09 11:52:08 337.98 8.88
2020-07-09 11:57:09 335.65 9.24
2020-07-09 12:02:09 335.21 8.74
2020-07-09 12:07:10 337.22 8.78
2020-07-09 12:12:11 336.95 9.7
2020-07-09 12:17:12 336.46 9.38
2020-07-09 12:22:12 336.19 9.04
2020-07-09 12:27:13 338.52 9.75
2020-07-09 12:32:14 337.71 9.47
2020-07-09 12:37:15 337.92 9.55
2020-07-09 12:42:16 340.41 9.24
2020-07-09 12:47:16 339.33 9.81
2020-07-09 12:52:17 341.5 9.05
2020-07-09 12:57:18 338.03 9.04
2020-07-09 13:02:19 339.55 9.18
2020-07-09 13:07:20 340.25 9.22
2020-07-09 13:12:20 339.55 9.31
2020-07-09 13:17:21 339.06 10.2
2020-07-09 13:22:22 340.63 9.41
2020-07-09 13:27:23 338.57 9.74
2020-07-09 13:32:24 339.38 9.4
2020-07-09 13:37:24 339.93 9.4
2020-07-09 13:42:25 340.03 9.65
2020-07-09 13:47:26 341.01 9.28
2020-07-09 13:52:27 340.3 9.99
2020-07-09 13:57:27 341.12 9.31
2020-07-09 14:02:28 342.9 9.69
2020-07-09 14:07:29 341.5 9.78
2020-07-09 14:12:30 341.44 9.53
2020-07-09 14:17:31 341.93 9.44
2020-07-09 14:22:31 341.82 10.37
2020-07-09 14:27:32 343.45 9.86
2020-07-09 14:32:33 341.17 9.88
2020-07-09 14:37:34 341.6 9.56
2020-07-09 14:42:34 343.45 10.39
2020-07-09 14:47:35 344.04 10.32
2020-07-09 14:52:36 342.15 10.41
2020-07-09 14:57:37 343.5 10.04
2020-07-09 15:02:38 342.15 9.61
2020-07-09 15:07:38 343.01 9.66
2020-07-09 15:12:39 343.99 9.47
2020-07-09 15:17:40 342.53 9.53
2020-07-09 15:22:41 344.26 10.17
2020-07-09 15:27:41 341.88 9.92
2020-07-09 15:32:42 343.99 9.48
2020-07-09 15:37:43 342.58 10.05
2020-07-09 15:42:44 342.53 9.59
2020-07-09 15:47:45 343.34 10.24
2020-07-09 15:52:45 342.63 9.76
2020-07-09 15:57:46 342.04 9.85
2020-07-09 16:02:47 343.39 10.22
2020-07-09 16:07:48 342.47 10.1
2020-07-09 16:12:48 344.2 9.67
2020-07-09 16:17:49 344.91 9.91
2020-07-09 16:22:50 344.53 10.66
2020-07-09 16:27:51 343.28 9.7
2020-07-09 16:32:52 343.61 9.83
2020-07-09 16:37:52 345.23 10.35
2020-07-09 16:42:53 342.8 10.1
2020-07-09 16:47:54 344.42 10.69
2020-07-09 16:52:55 342.2 9.96
2020-07-09 16:57:55 342.9 10.07
2020-07-09 17:02:56 342.09 9.76
2020-07-09 17:07:57 342.85 10.28
2020-07-09 17:12:58 343.07 9.95
2020-07-09 17:17:59 343.82 10.48
2020-07-09 17:22:59 342.9 10.04
2020-07-09 17:28:00 344.8 10.1
2020-07-09 17:33:01 342.85 9.74
2020-07-09 17:38:02 344.26 10.58
2020-07-09 17:43:03 343.82 10.23
2020-07-09 17:48:04 345.23 10.59
2020-07-09 17:53:04 345.56 10.37
2020-07-09 17:58:05 344.75 10.14
2020-07-09 18:03:06 343.72 9.79
2020-07-09 18:08:07 345.56 10.65
2020-07-09 18:13:07 345.12 10.44
2020-07-09 18:18:08 342.36 10.29
2020-07-09 18:23:09 342.47 10.3
2020-07-09 18:28:10 342.31 10.34
2020-07-09 18:33:11 344.1 9.87
2020-07-09 18:38:11 344.64 9.9
2020-07-09 18:43:12 343.99 10.57
2020-07-09 18:48:13 344.96 10.72
2020-07-09 18:53:14 342.8 10.06
2020-07-09 18:58:14 343.99 10.52
2020-07-09 19:03:15 343.01 9.81
2020-07-09 19:08:16 343.23 9.91
2020-07-09 19:13:17 343.39 9.88
2020-07-09 19:18:18 343.61 9.86
2020-07-09 19:23:18 344.69 10.69
2020-07-09 19:28:19 342.31 10.26
2020-07-09 19:33:20 342.25 10.24
2020-07-09 19:38:21 343.23 9.71
2020-07-09 19:43:22 343.34 10.06
2020-07-09 19:48:22 342.25 9.62
2020-07-09 19:53:23 343.07 9.55
2020-07-09 19:58:24 341.6 9.95
2020-07-09 20:03:25 343.66 10.17
2020-07-09 20:08:26 342.69 9.74
2020-07-09 20:13:26 345.07 10.12
2020-07-09 20:18:27 343.88 10.46
2020-07-09 20:23:28 344.15 10.01
2020-07-09 20:28:29 343.01 10.42
2020-07-09 20:33:29 342.69 10.1
2020-07-09 20:38:30 341.17 10.15
2020-07-09 20:43:31 343.39 10.22
2020-07-09 20:48:32 341.77 10.32
2020-07-09 20:53:32 342.8 10.4
2020-07-09 20:58:33 341.17 10.01
2020-07-09 21:03:34 342.85 10.35
2020-07-09 21:08:35 341.39 10.05
2020-07-09 21:13:36 342.8 9.53
2020-07-09 21:18:36 341.23 9.36
2020-07-09 21:23:37 340.74 9.59
2020-07-09 21:28:38 341.44 9.84
2020-07-09 21:33:39 341.23 9.37
2020-07-09 21:38:40 341.44 10.12
2020-07-09 21:43:40 341.12 9.64
2020-07-09 21:48:41 343.55 9.69
2020-07-09 21:53:42 341.71 9.55
2020-07-09 21:58:43 339.66 10.14
2020-07-09 22:03:44 339.76 9.89
2020-07-09 22:08:44 340.25 9.58
2020-07-09 22:13:45 342.25 9.62
2020-07-09 22:18:46 341.28 9.92
2020-07-09 22:23:47 341.28 9.55
2020-07-09 22:28:48 341.33 10.1
2020-07-09 22:33:48 338.46 9.3
2020-07-09 22:38:49 338.19 9.93
2020-07-09 22:43:50 340.9 9.57
2020-07-09 22:48:51 341.33 9.73
2020-07-09 22:53:52 339.06 9.8
2020-07-09 22:58:52 337.87 9.3
2020-07-09 23:03:53 338.08 9.62
2020-07-09 23:08:54 338.19 9.2
2020-07-09 23:13:55 339.71 9.65
2020-07-09 23:18:55 338.19 9.54
2020-07-09 23:23:56 339.17 10.02
2020-07-09 23:28:57 336.89 9.47
2020-07-09 23:33:58 337.6 9.62
2020-07-09 23:38:58 339.28 9.99
2020-07-09 23:43:59 338.63 9.64
2020-07-09 23:49:00 339.55 9.07
2020-07-09 23:54:01 337.16 9.11
2020-07-09 23:59:02 339.82 9.7
2020-07-10 00:04:02 339.22 9.53
2020-07-10 00:09:03 336.84 9.01
2020-07-10 00:14:04 336.51 9.29
2020-07-10 00:19:05 339.28 9.45
2020-07-10 00:24:05 336.62 8.93
2020-07-10 00:29:06 337.6 8.91
2020-07-10 00:34:07 339.6 9.03
2020-07-10 00:39:08 336.89 9.09
2020-07-10 00:44:08 336.35 9.31
2020-07-10 00:49:09 336.19 9.02
2020-07-10 00:54:10 337.71 9.36
2020-07-10 00:59:11 337.43 9.3
2020-07-10 01:04:12 338.68 9.05
2020-07-10 01:09:12 339.01 9.05
2020-07-10 01:14:13 336.84 9.43
2020-07-10 01:19:14 337.16 8.93
2020-07-10 01:24:15 337.81 9.2
2020-07-10 01:29:16 335.7 8.92
2020-07-10 01:34:16 337.22 8.99
2020-07-10 01:39:17 337.0 9.18
2020-07-10 01:44:18 335.86 9.33
2020-07-10 01:49:19 335.21 8.87
2020-07-10 01:54:19 336.89 9.06
2020-07-10 01:59:20 334.19 8.95
2020-07-10 02:04:21 337.33 9.42
2020-07-10 02:09:22 336.08 9.08
2020-07-10 02:14:23 337.22 8.95
2020-07-10 02:19:23 336.51 9.6
2020-07-10 02:24:24 336.78 9.3
2020-07-10 02:29:25 336.57 9.12
2020-07-10 02:34:26 335.49 9.05
2020-07-10 02:39:27 335.21 8.83
2020-07-10 02:44:27 333.7 9.33
2020-07-10 02:49:28 333.21 8.48
2020-07-10 02:54:29 336.3 8.88
2020-07-10 02:59:30 333.91 8.9
2020-07-10 03:04:30 333.54 8.69
2020-07-10 03:09:31 336.19 8.4
2020-07-10 03:14:32 335.97 8.79
2020-07-10 03:19:33 333.37 8.73
2020-07-10 03:24:34 334.84 9.39
2020-07-10 03:29:34 335.16 9.31
2020-07-10 03:34:35 335.65 8.53
2020-07-10 03:39:36 333.48 8.83
2020-07-10 03:44:37 335.05 9.14
2020-07-10 03:49:38 334.51 8.59
2020-07-10 03:54:38 334.67 8.7
2020-07-10 03:59:39 334.94 8.85
2020-07-10 04:04:40 333.37 8.87
2020-07-10 04:09:41 332.78 8.5
2020-07-10 04:14:41 332.61 8.63
2020-07-10 04:19:42 331.91 8.86
2020-07-10 04:24:43 332.56 8.54
2020-07-10 04:29:44 331.37 8.62
2020-07-10 04:34:45 334.4 8.58
2020-07-10 04:39:45 332.99 8.97
2020-07-10 04:44:46 332.13 8.68
2020-07-10 04:49:47 332.78 8.86
2020-07-10 04:54:48 333.48 8.48
2020-07-10 04:59:48 333.54 8.53
2020-07-10 05:04:49 331.91 8.31
2020-07-10 05:09:50 332.4 8.23
2020-07-10 05:14:51 330.34 8.13
2020-07-10 05:19:52 331.64 8.68
2020-07-10 05:24:52 332.61 8.62
2020-07-10 05:29:53 332.18 8.26
2020-07-10 05:34:54 331.04 8.45
2020-07-10 05:39:55 330.94 8.83
2020-07-10 05:44:55 331.15 8.28
2020-07-10 05:49:56 330.88 8.44
2020-07-10 05:54:57 331.21 8.85
2020-07-10 05:59:58 330.45 8.11
2020-07-10 06:04:59 331.91 8.14
2020-07-10 06:09:59 329.96 7.79
2020-07-10 06:15:00 331.42 8.25
2020-07-10 06:20:01 331.97 8.69
2020-07-10 06:25:02 332.45 7.74
2020-07-10 06:30:02 329.47 8.23
2020-07-10 06:35:03 329.2 8.49
2020-07-10 06:40:04 330.67 8.11
2020-07-10 06:45:05 330.67 8.03
2020-07-10 06:50:06 333.16 8.2
2020-07-10 06:55:06 331.26 8.72
2020-07-10 07:00:07 330.61 8.77
2020-07-10 07:05:08 330.99 8.91
2020-07-10 07:10:09 330.5 8.22
2020-07-10 07:15:09 329.26 8.03
2020-07-10 07:20:10 330.07 8.91
2020-07-10 07:25:11 329.47 8.75
2020-07-10 07:30:12 329.58 8.61
2020-07-10 07:35:13 328.82 8.83
2020-07-10 07:40:13 330.07 8.19
2020-07-10 07:45:14 328.72 7.98
2020-07-10 07:50:15 329.69 8.72
2020-07-10 07:55:16 330.02 7.88
2020-07-10 08:00:16 328.99 8.0
2020-07-10 08:05:17 329.69 7.99
2020-07-10 08:10:18 330.61 8.6
2020-07-10 08:15:19 328.07 8.3
2020-07-10 08:20:20 328.77 8.48
2020-07-10 08:25:20 330.88 8.61
2020-07-10 08:30:21 332.02 8.23
2020-07-10 08:35:22 328.07 8.22
2020-07-10 08:40:23 327.96 8.26
2020-07-10 08:45:24 329.64 8.27
2020-07-10 08:50:24 329.42 8.19
2020-07-10 08:55:25 329.85 8.55
2020-07-10 09:00:26 330.02 7.94
2020-07-10 09:05:27 330.56 8.3
2020-07-10 09:10:28 329.37 8.13
2020-07-10 09:15:28 329.04 8.36
2020-07-10 09:20:29 331.69 7.88
2020-07-10 09:25:30 331.53 8.58
2020-07-10 09:30:31 332.99 8.57
2020-07-10 09:35:32 332.02 8.6
2020-07-10 09:40:32 330.45 8.04
2020-07-10 09:45:33 330.5 8.4
2020-07-10 09:50:34 332.13 8.16
2020-07-10 09:55:35 332.45 8.5
2020-07-10 10:00:36 333.64 8.24
2020-07-10 10:05:36 331.15 8.6
2020-07-10 10:10:37 331.15 8.43
2020-07-10 10:15:38 331.8 8.92
2020-07-10 10:20:39 331.15 8.94
2020-07-10 10:25:40 334.56 8.91
2020-07-10 10:30:40 334.35 8.89
2020-07-10 10:35:41 331.48 8.35
2020-07-10 10:40:42 331.86 8.74
2020-07-10 10:45:43 331.21 8.89
2020-07-10 10:50:44 334.24 8.47
2020-07-10 10:55:44 334.46 8.63
2020-07-10 11:00:45 333.32 8.76
2020-07-10 11:05:46 332.83 8.63
2020-07-10 11:10:47 334.51 8.92
2020-07-10 11:15:48 336.3 9.02
2020-07-10 11:20:48 334.94 8.66
2020-07-10 11:25:49 333.97 9.2
2020-07-10 11:30:50 335.38 8.87
2020-07-10 11:35:51 335.49 8.73
2020-07-10 11:40:51 333.7 8.92
2020-07-10 11:45:52 335.92 8.99
2020-07-10 11:50:53 334.4 8.96
2020-07-10 11:55:54 335.54 9.21
2020-07-10 12:00:54 335.43 9.04
2020-07-10 12:05:55 335.43 9.37
2020-07-10 12:10:56 336.89 9.67
2020-07-10 12:15:57 336.41 9.4
2020-07-10 12:20:58 334.46 9.22
2020-07-10 12:25:58 337.92 9.22
2020-07-10 12:30:59 334.35 8.8
2020-07-10 12:36:00 336.84 8.77
2020-07-10 12:41:01 334.62 9.63
2020-07-10 12:46:02 336.57 8.86
2020-07-10 12:51:03 336.68 8.83
2020-07-10 12:56:03 338.03 9.07
2020-07-10 13:01:04 336.08 9.17
2020-07-10 13:06:05 337.65 8.89
2020-07-10 13:11:06 336.14 9.36
2020-07-10 13:16:06 339.01 9.1
2020-07-10 13:21:07 336.78 9.19
2020-07-10 13:26:08 337.0 9.47
2020-07-10 13:31:09 337.16 9.51
2020-07-10 13:36:10 337.81 9.05
2020-07-10 13:41:10 338.73 9.24
2020-07-10 13:46:11 339.66 9.3
2020-07-10 13:51:12 337.54 9.01
2020-07-10 13:56:13 339.49 9.2
2020-07-10 14:01:14 341.55 9.79
2020-07-10 14:06:14 339.22 9.49
2020-07-10 14:11:15 338.57 9.44
2020-07-10 14:16:16 340.9 9.52
2020-07-10 14:21:17 338.3 9.6
2020-07-10 14:26:17 339.6 10.33
2020-07-10 14:31:18 339.6 9.87
2020-07-10 14:36:19 340.09 9.78
2020-07-10 14:41:20 339.76 9.44
2020-07-10 14:46:21 341.5 10.17
2020-07-10 14:51:21 342.15 9.98
2020-07-10 14:56:22 340.63 9.56
2020-07-10 15:01:23 341.39 9.77
2020-07-10 15:06:24 341.66 9.93
2020-07-10 15:11:25 341.71 9.79
2020-07-10 15:16:25 343.39 10.26
2020-07-10 15:21:26 340.3 10.13
2020-07-10 15:26:27 342.04 9.99
2020-07-10 15:31:28 343.28 9.82
2020-07-10 15:36:29 342.58 9.77
2020-07-10 15:41:29 341.39 10.25
2020-07-10 15:46:30 344.42 10.52
2020-07-10 15:51:31 343.28 10.65
2020-07-10 15:56:32 344.75 10.46
2020-07-10 16:01:33 343.45 10.6
2020-07-10 16:06:33 343.39 9.75
2020-07-10 16:11:34 343.18 9.58
2020-07-10 16:16:35 343.82 9.94
2020-07-10 16:21:36 343.72 10.38
2020-07-10 16:26:37 344.96 9.9
2020-07-10 16:31:37 344.58 10.12
2020-07-10 16:36:38 343.72 10.02
2020-07-10 16:41:39 341.66 10.57
2020-07-10 16:46:40 344.85 10.78
2020-07-10 16:51:41 345.77 9.95
2020-07-10 16:56:41 345.12 10.66
2020-07-10 17:01:42 345.4 10.01
2020-07-10 17:06:43 343.61 10.17
2020-07-10 17:11:44 344.96 10.61
2020-07-10 17:16:45 343.23 10.33
2020-07-10 17:21:45 345.77 10.4
2020-07-10 17:26:46 343.55 10.63
2020-07-10 17:31:47 344.75 10.06
2020-07-10 17:36:48 345.23 10.47
2020-07-10 17:41:49 342.47 9.9
2020-07-10 17:46:49 344.42 10.4
2020-07-10 17:51:50 345.77 10.14
2020-07-10 17:56:51 345.18 10.32
2020-07-10 18:01:52 343.45 10.22
2020-07-10 18:06:53 346.05 10.17
2020-07-10 18:11:53 345.83 10.73
2020-07-10 18:16:54 346.42 10.14
2020-07-10 18:21:55 344.37 10.75
2020-07-10 18:26:56 345.34 11.04
2020-07-10 18:31:56 345.07 10.44
2020-07-10 18:36:57 345.67 10.79
2020-07-10 18:41:58 342.96 10.39
2020-07-10 18:46:59 346.42 10.61
2020-07-10 18:52:00 344.15 10.37
2020-07-10 18:57:00 347.45 10.28
2020-07-10 19:02:01 344.2 10.04
2020-07-10 19:07:02 343.77 10.56
2020-07-10 19:12:03 346.37 9.96
2020-07-10 19:17:04 343.45 10.77
2020-07-10 19:22:05 344.2 10.23
2020-07-10 19:27:05 343.55 10.37
2020-07-10 19:32:06 346.59 10.35
2020-07-10 19:37:07 343.88 10.12
2020-07-10 19:42:08 346.1 10.55
2020-07-10 19:47:08 344.8 10.4
2020-07-10 19:52:09 346.05 10.15
2020-07-10 19:57:10 343.28 10.32
2020-07-10 20:02:11 345.56 10.34
2020-07-10 20:07:12 345.56 10.73
2020-07-10 20:12:12 344.85 10.19
2020-07-10 20:17:13 345.83 10.35
2020-07-10 20:22:14 344.53 10.43
2020-07-10 20:27:15 344.69 10.16
2020-07-10 20:32:15 346.32 10.64
2020-07-10 20:37:16 346.15 10.17
2020-07-10 20:42:17 344.47 10.14
2020-07-10 20:47:18 344.58 9.88
2020-07-10 20:52:18 345.23 10.08
2020-07-10 20:57:19 343.28 10.07
2020-07-10 21:02:20 344.15 9.82
2020-07-10 21:07:21 345.77 10.27
2020-07-10 21:12:22 345.18 10.33
2020-07-10 21:17:23 344.91 10.24
2020-07-10 21:22:23 345.34 10.12
2020-07-10 21:27:24 345.23 10.32
2020-07-10 21:32:25 344.91 10.21
2020-07-10 21:37:26 345.4 10.13
2020-07-10 21:42:26 342.36 9.73
2020-07-10 21:47:27 342.2 9.99
2020-07-10 21:52:28 342.36 10.24
2020-07-10 21:57:29 344.58 10.09
2020-07-10 22:02:30 342.85 10.53
2020-07-10 22:07:30 342.2 10.28
2020-07-10 22:12:31 341.77 10.18
2020-07-10 22:17:32 343.28 9.94
2020-07-10 22:22:33 342.96 10.77
2020-07-10 22:27:33 343.82 9.96
2020-07-10 22:32:34 343.82 10.72
2020-07-10 22:37:35 343.77 10.58
2020-07-10 22:42:36 344.1 9.72
2020-07-10 22:47:37 344.47 9.78
2020-07-10 22:52:37 342.58 10.29
2020-07-10 22:57:38 344.53 10.09
2020-07-10 23:02:39 342.58 9.66
2020-07-10 23:07:40 342.53 10.43
2020-07-10 23:12:41 343.12 10.3
2020-07-10 23:17:41 341.55 9.48
2020-07-10 23:22:42 342.85 9.87
2020-07-10 23:27:43 341.93 10.09
2020-07-10 23:32:44 340.63 9.51
2020-07-10 23:37:44 340.25 10.16
2020-07-10 23:42:45 342.25 10.02
2020-07-10 23:47:46 340.85 10.06
2020-07-10 23:52:47 342.69 9.91
2020-07-10 23:57:48 340.25 9.85
2020-07-11 00:02:48 339.38 9.7
2020-07-11 00:07:49 340.47 9.68
2020-07-11 00:12:50 341.98 9.32
2020-07-11 00:17:51 340.36 9.18
2020-07-11 00:22:52 341.93 10.08
2020-07-11 00:27:53 339.49 9.82
2020-07-11 00:32:53 342.53 9.54
2020-07-11 00:37:54 343.12 9.47
2020-07-11 00:42:55 339.06 9.75
2020-07-11 00:47:56 341.88 9.71
2020-07-11 00:52:57 340.52 9.34
2020-07-11 00:57:57 341.5 9.46
2020-07-11 01:02:58 341.93 9.9
2020-07-11 01:07:59 341.39 9.57
2020-07-11 01:13:00 342.09 9.55
2020-07-11 01:18:00 339.98 9.54
