Date		 Min V 	Max V 	OC Sample Time 	CC Sample Time 	OC Min Time Limit  CC Min Time Limit 	OC Sample Time Max	CC Sample Time Max	OC FracV	CC FracV	Alpha 	Episilon 	Time Reference 	Time Interval  Min Time Interval Epsilon Max Count 	RLoad CalibADCV Reference  CalibADC Zero  CalibADC Max  Device ID Acquisition Rate

2021-03-01 12:45:12 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		8000		1266		1583		931		241		0		
2021-03-01 12:45:41 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-01 12:49:25 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-01 12:49:34 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		45		180		4		8000		1266		1583		931		241		0		
2021-03-01 12:52:33 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		45		180		4		8000		1266		1583		931		241		0		
2021-03-01 12:58:00 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		45		180		4		8000		1266		1583		931		241		0		
2021-03-01 13:11:27 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		45		180		4		8000		1266		1583		931		241		0		
2021-03-01 13:11:38 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		45		180		4		500		1266		1583		931		241		0		
2021-03-01 13:12:05 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		500		1266		1583		931		241		0		
2021-03-01 13:13:09 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		9000		1266		1583		931		241		0		
2021-03-01 13:13:51 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-01 16:48:55 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-01 17:29:32 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-01 17:31:06 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-01 17:38:59 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
