Date		 Min V 	Max V 	OC Sample Time 	CC Sample Time 	OC Min Time Limit  CC Min Time Limit 	OC Sample Time Max	CC Sample Time Max	OC FracV	CC FracV	Alpha 	Episilon 	Time Reference 	Time Interval  Min Time Interval Epsilon Max Count 	RLoad CalibADCV Reference  CalibADC Zero  CalibADC Max  Device ID Acquisition Rate

2021-03-02 13:56:30 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 14:07:59 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 14:23:18 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 14:37:56 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 18:28:23 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 18:35:31 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 18:45:01 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 18:53:51 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 19:03:36 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 19:13:59 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 19:15:22 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 19:25:07 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 19:38:07 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 19:48:25 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 19:56:29 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 20:08:47 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 20:21:02 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 20:24:52 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 21:23:37 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 21:26:53 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 21:35:55 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 21:39:36 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 21:49:49 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 21:58:57 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-02 21:58:59 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 22:00:04 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-02 22:09:32 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-02 22:09:41 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		100		1266		1583		931		241		0		
2021-03-02 22:10:36 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		8000		1266		1583		931		241		0		
2021-03-02 22:11:38 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 22:13:32 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 22:21:31 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-02 22:23:26 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 11:30:42 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 11:34:55 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 11:42:01 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 11:47:41 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 12:56:58 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 14:53:03 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 14:54:15 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 20:46:25 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 22:53:58 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 23:35:46 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 23:38:29 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-03 23:40:45 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 00:13:24 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 09:29:37 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 10:19:49 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 10:35:28 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 10:55:58 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 11:05:28 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 11:13:06 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 11:16:40 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 11:17:02 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 14:30:17 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 14:53:24 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		7943		1266		1583		931		241		0		
2021-03-04 15:09:13 10		1000		1000		500		30		6		120		30		0.4000		0.6321		0.5000		0.0001		34565		39		900		4		7943		1266		1583		931		240		1		
2021-03-19 13:40:24 10.00		1000.00		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266.00		1583.00		931.00		241		0		
2021-03-19 13:43:08 10.00		1000.00		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266.00		1583.00		931.00		241		0		
2021-03-19 13:50:58 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		100		1266		1583		931		241		0		
2021-03-19 13:51:48 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		8000		1266		1583		931		241		0		
2021-03-19 13:55:40 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266		1583		931		241		0		
2021-03-19 13:56:29 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		6000		1266		1583		931		241		0		
2021-03-19 13:58:55 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		8000		1266		1583		931		241		0		
2021-03-19 17:05:54 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266		1583		931		241		0		
2021-03-22 16:47:00 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266		1583		931		241		0		
2021-03-23 11:06:02 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266		1583		931		241		0		
2021-03-23 11:06:52 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266		1583		931		241		0		
2021-03-23 11:07:36 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266		1583		931		241		0		
2021-03-23 11:11:17 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266		1583		931		241		0		
2021-03-23 11:43:56 10		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		7943		1266		1583		931		241		0		
2021-03-23 11:50:24 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		30		180		4		500		1266		1583		931		241		0		
2021-03-23 11:51:48 10.0		1000		1000		500		30		6		120		60		0.4000		0.6321		0.2000		0.0015		34565		50		180		4		8000		1266		1583		931		241		0		
